prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
657.75,10:57.5,m,ALBERTI Giulia,1994,EF,LIBERTAS ATL.VALDELSA,99 su- 1,Santa Maria A Monte,2005-10-23,https://www.fidal.it/atleta/ALBERTI-Giulia/faiRm5ugcWs%3D,https://www.fidal.it/societa/LIBERTAS-ATL-VALDELSA/SI203
300.25,5:00.0,m,PERRI Simone,1990,CM,ATL. CARPENEDOLO,1 se- 1,Rodengo Saiano,2005-08-26,https://www.fidal.it/atleta/PERRI-Simone/dqqRlpmnamU%3D,https://www.fidal.it/societa/ATL--CARPENEDOLO/BS278
301.65,5:01.4,m,TRAPLETTI Alessandro,1991,CM,ATL. CASAZZA,3 se- 1,Rodengo Saiano,2005-08-26,https://www.fidal.it/atleta/TRAPLETTI-Alessandro/dqmRlpqkbmc%3D,https://www.fidal.it/societa/ATL--CASAZZA/BG225
302.45,5:02.2,m,FRANCESCHI Matteo,1990,CM,ATL. RODENGO SAIANO,4 se- 1,Rodengo Saiano,2005-08-26,https://www.fidal.it/atleta/FRANCESCHI-Matteo/dqqRlpukams%3D,https://www.fidal.it/societa/ATL--RODENGO-SAIANO/BS319
303.75,5:03.5,m,CANTAMESSI Daniele,1990,CM,ATL. CASAZZA,5 se- 1,Rodengo Saiano,2005-08-26,https://www.fidal.it/atleta/CANTAMESSI-Daniele/dqmRlpufa2k%3D,https://www.fidal.it/societa/ATL--CASAZZA/BG225
305.15,5:04.9,m,FERREMI Claudio,1990,CM,LIB. ATL. VILLANUOVA '70,6 se- 1,Rodengo Saiano,2005-08-26,https://www.fidal.it/atleta/FERREMI-Claudio/dqqRkpKmbWs%3D,https://www.fidal.it/societa/LIB--ATL--VILLANUOVA-70/BS198
306.35,5:06.1,m,SCANZI Andrea,1991,CM,ATL. CASAZZA,7 se- 1,Rodengo Saiano,2005-08-26,https://www.fidal.it/atleta/SCANZI-Andrea/dqmRlpqmaGg%3D,https://www.fidal.it/societa/ATL--CASAZZA/BG225
310.15,5:09.9,m,TURCATO Nicolas,1990,CM,S.S. ATL. DESENZANO,8 se- 1,Rodengo Saiano,2005-08-26,https://www.fidal.it/atleta/TURCATO-Nicolas/dqqRlpmgbGk%3D,https://www.fidal.it/societa/S-S--ATL--DESENZANO/BS468
326.15,5:25.9,m,DONIZETTI Alberto,1991,CM,ATL. PARATICO,9 se- 1,Rodengo Saiano,2005-08-26,https://www.fidal.it/atleta/DONIZETTI-Alberto/dqqRlpuja2o%3D,https://www.fidal.it/societa/ATL--PARATICO/BS562
334.95,5:34.7,m,GUIDUCCI Simone,1990,CM,ATL. CASAZZA,10 se- 1,Rodengo Saiano,2005-08-26,https://www.fidal.it/atleta/GUIDUCCI-Simone/dqmRlpmiaGU%3D,https://www.fidal.it/societa/ATL--CASAZZA/BG225
339.85,5:39.6,m,VISMARA Robin,1990,CM,U.S. SCANZOROSCIATE,11 se- 1,Rodengo Saiano,2005-08-26,https://www.fidal.it/atleta/VISMARA-Robin/dqmRlpqfbWw%3D,https://www.fidal.it/societa/U-S--SCANZOROSCIATE/BG004
344.75,5:44.5,m,ZANETTI Marco,1991,CM,U.S. SERLE,12 se- 1,Rodengo Saiano,2005-08-26,https://www.fidal.it/atleta/ZANETTI-Marco/dqqRlpqoaWM%3D,https://www.fidal.it/societa/U-S--SERLE/BS191
345.15,5:44.9,m,ARCHETTI Manuele,1991,CM,ATL. RODENGO SAIANO,13 se- 1,Rodengo Saiano,2005-08-26,https://www.fidal.it/atleta/ARCHETTI-Manuele/dqqRlpuicGM%3D,https://www.fidal.it/societa/ATL--RODENGO-SAIANO/BS319
345.45,5:45.2,m,ALLIEGRO Marco,1991,CM,ATL. RODENGO SAIANO,14 se- 1,Rodengo Saiano,2005-08-26,https://www.fidal.it/atleta/ALLIEGRO-Marco/dqqRlpmfb2Q%3D,https://www.fidal.it/societa/ATL--RODENGO-SAIANO/BS319
350.15,5:49.9,m,LAZZARONI Enrico,1991,CM,ATL. RODENGO SAIANO,15 se- 1,Rodengo Saiano,2005-08-26,https://www.fidal.it/atleta/LAZZARONI-Enrico/dqqRlpuicGY%3D,https://www.fidal.it/societa/ATL--RODENGO-SAIANO/BS319
350.85,5:50.6,m,BUSSI Giacomo,1991,CM,LIB. ATL. VILLANUOVA '70,16 se- 1,Rodengo Saiano,2005-08-26,https://www.fidal.it/atleta/BUSSI-Giacomo/dqqRlpinaWw%3D,https://www.fidal.it/societa/LIB--ATL--VILLANUOVA-70/BS198
481.65,8:01.4,m,SEMBOLONI Federico,1991,CM,ATLETICA LIVORNO,1 su- 1,Santa Maria A Monte,2005-10-23,https://www.fidal.it/atleta/SEMBOLONI-Federico/faiRm5imcGw%3D,https://www.fidal.it/societa/ATLETICA-LIVORNO/LI036
680.65,11:20.4,m,GALLESCHI Leonardo,1991,CM,ATL.CASCINA APUANA GIOVANILE,2 su- 1,Santa Maria A Monte,2005-10-23,https://www.fidal.it/atleta/GALLESCHI-Leonardo/faiSkpWhb2s%3D,https://www.fidal.it/societa/ATL-CASCINA-APUANA-GIOVANILE/PI081
330.95,5:30.7,m,LOSIO Angela,1990,CF,ATL. RODENGO SAIANO,1 se- 1,Rodengo Saiano,2005-08-26,https://www.fidal.it/atleta/LOSIO-Angela/dqqRkpOfaGs%3D,https://www.fidal.it/societa/ATL--RODENGO-SAIANO/BS319
342.55,5:42.3,m,RIBOLI Alice,1990,CF,ATL. PARATICO,2 se- 1,Rodengo Saiano,2005-08-26,https://www.fidal.it/atleta/RIBOLI-Alice/dqqRlpqlcWQ%3D,https://www.fidal.it/societa/ATL--PARATICO/BS562
359.35,5:59.1,m,FRANZONI Veronica,1991,CF,ATL. RODENGO SAIANO,3 se- 1,Rodengo Saiano,2005-08-26,https://www.fidal.it/atleta/FRANZONI-Veronica/dqqRlpqjcWU%3D,https://www.fidal.it/societa/ATL--RODENGO-SAIANO/BS319
361.75,6:01.5,m,ZANAGLIO Camilla,1990,CF,LIB. ATL. VILLANUOVA '70,4 se- 1,Rodengo Saiano,2005-08-26,https://www.fidal.it/atleta/ZANAGLIO-Camilla/dqqRkpOjcGg%3D,https://www.fidal.it/societa/LIB--ATL--VILLANUOVA-70/BS198
