prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
1985.0,33.05.0,2.0,GIAMBANCO Franco,1983,PM,RUNNER TEAM 99 SBV,9 su- 1,Novara,2005-04-24,https://www.fidal.it/atleta/GIAMBANCO-Franco/dK6RlJWoa2g%3D,https://www.fidal.it/societa/RUNNER-TEAM-99-SBV/TO185
1719.26,28:39.26,0.0,BATTOCLETTI Giuliano,1975,SM,CO-VER SPORTIVA MAPEI,1 su- 1,Vigna Di Valle,2005-05-22,https://www.fidal.it/atleta/BATTOCLETTI-Giuliano/h6iRk5Okb2Q%3D,https://www.fidal.it/societa/CO-VER-SPORTIVA-MAPEI/VB014
1736.63,28:56.63,0.0,PERTILE Ruggero,1974,SM,ASSINDUSTRIA SPORT PD,2 su- 1,Vigna Di Valle,2005-05-22,https://www.fidal.it/atleta/PERTILE-Ruggero/eKiRkpKlaGQ%3D,https://www.fidal.it/societa/ASSINDUSTRIA-SPORT-PD/PD140
1742.74,29:02.74,0.0,CURZI Denis,1975,SM,C.S. CARABINIERI SEZ. ATLETICA,1 se- 1,Rubiera,2005-04-17,https://www.fidal.it/atleta/CURZI-Denis/eqiRkpahcWk%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
1744.0,29:04.00,0.0,LEONE Maurizio,1973,SM,C.S. CARABINIERI SEZ. ATLETICA,2 se- 1,Rubiera,2005-04-17,https://www.fidal.it/atleta/LEONE-Maurizio/eqiRk5OjcGk%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
1749.77,29:09.77,0.0,MACCAGNAN Mattia,1980,SM,G.A. FIAMME GIALLE,3 su- 1,Vigna Di Valle,2005-05-22,https://www.fidal.it/atleta/MACCAGNAN-Mattia/eKiRk5igams%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
1751.03,29:11.03,0.0,MASCHERONI Fabio,1977,SM,CALCESTRUZZI CORRADINI EXCELS.,4 su- 1,Vigna Di Valle,2005-05-22,https://www.fidal.it/atleta/MASCHERONI-Fabio/dqiRlZOmcGk%3D,https://www.fidal.it/societa/CALCESTRUZZI-CORRADINI-EXCELS-/RE106
1758.95,29:18.7,1.0,LEONE Giacomo,1971,SM,G.S. FIAMME ORO PADOVA,1 su- 1,Brindisi,2005-09-14,https://www.fidal.it/atleta/LEONE-Giacomo/eKiRkpKjaWk%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
1763.83,29:23.83,0.0,MASCHERONI Fabio,1977,SM,CALCESTRUZZI CORRADINI EXCELS.,3 se- 1,Rubiera,2005-04-17,https://www.fidal.it/atleta/MASCHERONI-Fabio/dqiRlZOmcGk%3D,https://www.fidal.it/societa/CALCESTRUZZI-CORRADINI-EXCELS-/RE106
1771.08,29:31.08,0.0,PALUMBO Matteo,1973,SM,C.S. CARABINIERI SEZ. ATLETICA,5 su- 1,Vigna Di Valle,2005-05-22,https://www.fidal.it/atleta/PALUMBO-Matteo/g6iRkpOjcGU%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
1771.94,29:31.94,0.0,BUTTAZZO Giammarco,1977,SM,C.S. ESERCITO,6 su- 1,Vigna Di Valle,2005-05-22,https://www.fidal.it/atleta/BUTTAZZO-Giammarco/hKiRkpWnbGs%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
1772.52,29:32.52,0.0,PUSTERLA Umberto,1967,SM35,C.S. CARABINIERI SEZ. ATLETICA,4 se- 1,Rubiera,2005-04-17,https://www.fidal.it/atleta/PUSTERLA-Umberto/eqiRkpehaGo%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
1774.58,29:34.58,0.0,LEONE Maurizio,1973,SM,C.S. CARABINIERI SEZ. ATLETICA,7 fi- 1,Almeria,2005-07-01,https://www.fidal.it/atleta/LEONE-Maurizio/eqiRk5OjcGk%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
1776.23,29:36.23,0.0,DI CECCO Alberico,1974,SM,C.S. CARABINIERI SEZ. ATLETICA,5 se- 1,Rubiera,2005-04-17,https://www.fidal.it/atleta/DI-CECCO-Alberico/eqiRk5OjcGg%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
1776.69,29:36.69,0.0,CESARI Fabio,1977,SM,C.S. CARABINIERI SEZ. ATLETICA,6 se- 1,Rubiera,2005-04-17,https://www.fidal.it/atleta/CESARI-Fabio/e6iRkpKlbWk%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
1778.98,29:38.98,0.0,FINESSO Paolo,1975,SM,GINNASTICA COMENSE 1872,7 su- 1,Vigna Di Valle,2005-05-22,https://www.fidal.it/atleta/FINESSO-Paolo/dquRkpOicWU%3D,https://www.fidal.it/societa/GINNASTICA-COMENSE-1872/CO013
1781.55,29:41.3,1.0,BUTTAZZO Giammarco,1977,SM,C.S. ESERCITO,1 se- 1,Roma,2005-04-24,https://www.fidal.it/atleta/BUTTAZZO-Giammarco/hKiRkpWnbGs%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
1782.05,29:41.8,1.0,RICATTI Domenico,1979,SM,C.S. AERONAUTICA MILITARE,2 se- 1,Roma,2005-04-24,https://www.fidal.it/atleta/RICATTI-Domenico/hKiRkpSkcWg%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
1784.75,29:44.5,1.0,MEUCCI Daniele,1985,PM,C.S. ESERCITO,3 se- 1,Roma,2005-04-24,https://www.fidal.it/atleta/MEUCCI-Daniele/faiRm5eob2s%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
1788.15,29:47.9,1.0,MONTORIO Alberto,1983,PM,C.S. AERONAUTICA MILITARE,5 se- 1,Roma,2005-04-24,https://www.fidal.it/atleta/MONTORIO-Alberto/dqiRlJujaWo%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
