punteggio,prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
610,35.33,DOGLIONI Giorgio,1996,SM,ANA ATL.FELTRE,8 se- 2,Vicenza,2019-06-01,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
566,32.93,DALLA CORTE Matteo,2001,PM,ANA ATL.FELTRE,7 se- 1,Padova,2022-05-14,https://www.fidal.it/atleta/DALLA-CORTE-Matteo/eKmRlJWmaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
564,32.81,DOGLIONI Giorgio,1996,SM,ANA ATL.FELTRE,5 su- 1,Trento,2019-10-12,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
562,32.69,DOGLIONI Giorgio,1996,PM,ANA ATL.FELTRE,12 su- 1,Caorle,2018-05-05,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
549,32.01,DOGLIONI Giorgio,1996,PM,ANA ATL.FELTRE,14 su- 1,Bussolengo,2017-05-06,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
522,30.5,DOGLIONI Giorgio,1996,PM,ANA ATL.FELTRE,11 su- 1,Bovolone,2016-06-04,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
513,29.99,DOGLIONI Giorgio,1996,JM,ANA ATL.FELTRE,11 su- 1,Caprino Veronese,2015-06-27,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
508,29.75,DOGLIONI Giorgio,1996,PM,ANA ATL.FELTRE,19 su- 1,Vicenza,2016-05-07,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
490,28.76,STRAPPAZZON Nicola,1987,SM,ANA ATL.FELTRE,18 su- 1,Vicenza,2012-05-19,https://www.fidal.it/atleta/STRAPPAZZON-Nicola/eKiRlZWjcGQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
461,27.15,DOGLIONI Giorgio,1996,JM,ANA ATL.FELTRE,21 su- 1,Marcon,2015-05-09,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
452,26.66,DOGLIONI Giorgio,1996,JM,ANA ATL.FELTRE,11 su- 1,Marcon,2014-06-14,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
449,26.46,DOGLIONI Giorgio,1996,PM,ANA ATL.FELTRE,9 su- 1,Arzignano,2017-09-24,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
438,25.85,DALLA CORTE Matteo,2001,SM,ANA ATL.FELTRE,5 su- 1,Bovolone,2024-05-05,https://www.fidal.it/atleta/DALLA-CORTE-Matteo/eKmRlJWmaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
429,25.4,DALLA CORTE Matteo,2001,PM,ANA ATL.FELTRE,5 su- 1,Rovereto,2023-04-16,https://www.fidal.it/atleta/DALLA-CORTE-Matteo/eKmRlJWmaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
428,25.31,DALLA CORTE Matteo,2001,PM,ANA ATL.FELTRE,6 su- 1,Lana,2022-04-24,https://www.fidal.it/atleta/DALLA-CORTE-Matteo/eKmRlJWmaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
421,24.95,DALLA CORTE Matteo,2001,PM,ANA ATL.FELTRE,18 su- 1,Vittorio Veneto,2022-05-28,https://www.fidal.it/atleta/DALLA-CORTE-Matteo/eKmRlJWmaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
414,24.54,DE MARTINI Alessandro,1997,JM,ANA ATL.FELTRE,26 su- 1,Vicenza,2016-05-07,https://www.fidal.it/atleta/DE-MARTINI-Alessandro/eKmRlJSkaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
391,23.27,DALLA CORTE Matteo,2001,PM,ANA ATL.FELTRE,4 su- 1,Lana,2022-09-04,https://www.fidal.it/atleta/DALLA-CORTE-Matteo/eKmRlJWmaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
384,22.87,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,22 su- 1,Marcon,2013-05-11,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
382,22.79,DALLA CORTE Matteo,2001,PM,ANA ATL.FELTRE,7 su- 1,Bovolone,2023-04-30,https://www.fidal.it/atleta/DALLA-CORTE-Matteo/eKmRlJWmaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
348,20.92,DA COL Fabio,1993,JM,ANA ATL.FELTRE,20 su- 1,Marcon,2011-05-14,https://www.fidal.it/atleta/DA-COL-Fabio/eKmRlJSoaWc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
