punteggio,prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
,21.39,DA COL Fabio,1993,AM,ANA ATL.FELTRE,5 su- 1,Saronno,2010-06-27,https://www.fidal.it/atleta/DA-COL-Fabio/eKmRlJSoaWc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,25.0,TONO Lorenzo,1994,AM,ANA ATL.FELTRE,10 su- 1,Saronno,2011-06-12,https://www.fidal.it/atleta/TONO-Lorenzo/eKmRlJKna2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,52.91,MARRONE Sebastiano,1996,AM,ANA ATL.FELTRE,1 se- 1,Padova,2012-04-21,https://www.fidal.it/atleta/MARRONE-Sebastiano/eK2RkpWiamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,51.08,MARRONE Sebastiano,1996,AM,ANA ATL.FELTRE,3 su- 1,Bassano Del Grappa,2012-09-16,https://www.fidal.it/atleta/MARRONE-Sebastiano/eK2RkpWiamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,50.82,MARRONE Sebastiano,1996,AM,ANA ATL.FELTRE,3 su- 1,Vicenza,2012-05-27,https://www.fidal.it/atleta/MARRONE-Sebastiano/eK2RkpWiamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,49.92,MARRONE Sebastiano,1996,AM,ANA ATL.FELTRE,2 su- 1,Bastia Umbra,2012-06-24,https://www.fidal.it/atleta/MARRONE-Sebastiano/eK2RkpWiamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,49.84,MARRONE Sebastiano,1996,AM,ANA ATL.FELTRE,2 se- 1,Mestre,2012-04-01,https://www.fidal.it/atleta/MARRONE-Sebastiano/eK2RkpWiamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,49.29,MARRONE Sebastiano,1996,AM,ANA ATL.FELTRE,2 su- 1,Abano Terme,2012-05-13,https://www.fidal.it/atleta/MARRONE-Sebastiano/eK2RkpWiamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,46.21,MARRONE Sebastiano,1996,AM,ANA ATL.FELTRE,14 se- 2,Firenze,2012-09-30,https://www.fidal.it/atleta/MARRONE-Sebastiano/eK2RkpWiamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,57.99,MARRONE Sebastiano,1996,AM,ANA ATL.FELTRE,2 su- 1,Bassano Del Grappa,2013-09-22,https://www.fidal.it/atleta/MARRONE-Sebastiano/eK2RkpWiamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,57.31,MARRONE Sebastiano,1996,AM,ANA ATL.FELTRE,1 se- 1,Vicenza,2013-10-26,https://www.fidal.it/atleta/MARRONE-Sebastiano/eK2RkpWiamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,55.88,MARRONE Sebastiano,1996,AM,ANA ATL.FELTRE,8 se- 2,Jesolo,2013-10-05,https://www.fidal.it/atleta/MARRONE-Sebastiano/eK2RkpWiamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,55.79,MARRONE Sebastiano,1996,AM,ANA ATL.FELTRE,1 su- 1,Vicenza,2013-05-19,https://www.fidal.it/atleta/MARRONE-Sebastiano/eK2RkpWiamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
