punteggio,prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
453,31.34,PICCOLO Fabio,2000,CM,ANA ATL.FELTRE,2 se- 1,Agordo,2015-05-16,https://www.fidal.it/atleta/PICCOLO-Fabio/eKmRlJegbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
453,31.34,CICCOMASCOLO Lorenzo,1997,CM,ANA ATL.FELTRE,4 su- 1,Verona,2012-06-03,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
452,31.22,PICCOLO Fabio,2000,CM,ANA ATL.FELTRE,6 su- 1,Belluno,2015-05-31,https://www.fidal.it/atleta/PICCOLO-Fabio/eKmRlJegbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
407,28.3,ZANNIN Giacomo,1996,CM,ANA ATL.FELTRE,7 su- 1,Rovigo,2010-06-06,https://www.fidal.it/atleta/ZANNIN-Giacomo/eKmRlJSla2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
392,26.27,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,4 su- 1,Rosa,2009-05-23,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
390,26.12,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,3 su- 1,Verona,2010-06-02,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
326,23.01,COLLE Fabio,1994,CM,ANA ATL.FELTRE,8 su- 1,Vicenza,2009-06-07,https://www.fidal.it/atleta/COLLE-Fabio/eKmRlJShbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
318,22.46,CICCOMASCOLO Lorenzo,1997,CM,ANA ATL.FELTRE,10 su- 1,Belluno,2011-06-05,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
314,22.17,RIVA Andrea,1992,CM,ANA ATL.FELTRE,11 su- 1,Verona,2007-06-03,https://www.fidal.it/atleta/RIVA-Andrea/eKmRlJOgb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
296,21.01,ZOLLET Dario,1999,CM,ANA ATL.FELTRE,19 su- 1,Belluno,2014-06-08,https://www.fidal.it/atleta/ZOLLET-Dario/eKmRlJWncGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
294,20.86,BELLOT Gabriele,1995,CM,ANA ATL.FELTRE,14 su- 1,Vicenza,2009-06-07,https://www.fidal.it/atleta/BELLOT-Gabriele/eKmRlJSlaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
271,18.6,PAULETTI Alice,1995,AF,ANA ATL.FELTRE,9 su- 1,Bastia Umbra,2011-06-11,https://www.fidal.it/atleta/PAULETTI-Alice/eKmRlJShbmc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
242,17.48,FERTONANI Nicolo',2002,CM,ANA ATL.FELTRE,4 su- 1,Agordo,2017-04-29,https://www.fidal.it/atleta/FERTONANI-Nicolo-/eKmRlJefaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
235,17.02,PERCO Emilio,1994,CM,ANA ATL.FELTRE,15 su- 1,Verona,2008-06-02,https://www.fidal.it/atleta/PERCO-Emilio/eKmRlJOjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
232,16.82,FERTONANI Nicolo',2002,CM,ANA ATL.FELTRE,21 su- 1,Vicenza,2017-06-04,https://www.fidal.it/atleta/FERTONANI-Nicolo-/eKmRlJefaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
217,15.82,FERTONANI Nicolo',2002,CM,ANA ATL.FELTRE,4 se- 1,Agordo,2016-05-15,https://www.fidal.it/atleta/FERTONANI-Nicolo-/eKmRlJefaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
203,14.91,FERTONANI Nicolo',2002,CM,ANA ATL.FELTRE,22 su- 1,Rovigo,2016-05-29,https://www.fidal.it/atleta/FERTONANI-Nicolo-/eKmRlJefaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
