punteggio,prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
,8.96,8.96,e,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,6 ba- 1,Padova,2022-01-22,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,8.98,8.98,e,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,3 ba- 2,Padova,2022-01-29,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,8.99,8.99,e,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,8 fi- 1,Padova,2022-01-09,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,9.07,9.07,e,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,7 fi- 1,Padova,2022-01-29,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,9.14,9.14,e,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,3 ba- 2,Padova,2022-01-09,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,9.47,9.47,e,CECCHET Giovanni,2006,AM,ANA ATL.FELTRE,3 ba- 3,Padova,2022-01-22,https://www.fidal.it/atleta/CECCHET-Giovanni/eKmRlJmfb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.0,10.00,e,CECCHET Giovanni,2006,AM,ANA ATL.FELTRE,6 ba- 2,Padova,2022-01-29,https://www.fidal.it/atleta/CECCHET-Giovanni/eKmRlJmfb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,8.71,8.71,e,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,2 ba- 1,Udine,2023-01-15,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,8.74,8.74,e,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,2 ba- 1,Padova,2023-01-21,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,8.77,8.77,e,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,6 ba- 3,Ancona,2023-02-12,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
