punteggio,prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
988,8.79,8.79,e,SCOPEL Gioia,2002,JF,ANA ATL.FELTRE,1 fi- 1,Padova,2020-01-26,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
973,8.86,8.86,e,SCOPEL Gioia,2002,JF,ANA ATL.FELTRE,1 ba- 1,Ancona,2020-02-09,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
971,8.87,8.87,e,SCOPEL Gioia,2002,JF,ANA ATL.FELTRE,4 sf- 1,Ancona,2020-02-09,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
971,8.87,8.87,e,SCOPEL Gioia,2002,JF,ANA ATL.FELTRE,4 fi- 1,Padova,2020-01-18,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
969,8.88,8.88,e,SCOPEL Gioia,2002,JF,ANA ATL.FELTRE,7 ba- 2,Ancona,2020-02-22,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
963,8.91,8.91,e,SCOPEL Gioia,2002,JF,ANA ATL.FELTRE,3 fi- 1,Padova,2021-02-13,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
961,8.92,8.92,e,SCOPEL Gioia,2002,JF,ANA ATL.FELTRE,2 ba- 1,Padova,2020-01-18,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
961,8.92,8.92,e,SCOPEL Gioia,2002,JF,ANA ATL.FELTRE,4 ba- 1,Padova,2021-02-13,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
954,8.95,8.95,e,SCOPEL Gioia,2002,JF,ANA ATL.FELTRE,4 fi- 1,Ancona,2020-02-09,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
952,8.96,8.96,e,SCOPEL Gioia,2002,JF,ANA ATL.FELTRE,3 ba- 3,Ancona,2021-02-07,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
950,8.97,8.97,e,SCOPEL Gioia,2002,JF,ANA ATL.FELTRE,1 ba- 2,Padova,2020-01-26,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
948,8.98,8.98,e,SCOPEL Gioia,2002,JF,ANA ATL.FELTRE,1 ba- 3,Padova,2020-01-04,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
940,9.02,9.02,e,SCOPEL Gioia,2002,PF,ANA ATL.FELTRE,7 fi- 1,Padova,2022-01-29,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
934,9.05,9.05,e,SCOPEL Gioia,2002,JF,ANA ATL.FELTRE,2 fi- 1,Padova,2020-01-04,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
924,9.1,9.10,e,SCOPEL Gioia,2002,JF,ANA ATL.FELTRE,7 se- 1,Padova,2021-01-23,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
912,9.16,9.16,e,SCOPEL Gioia,2002,PF,ANA ATL.FELTRE,6 ba- 2,Ancona,2022-02-06,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
909,9.17,9.17,e,SCOPEL Gioia,2002,PF,ANA ATL.FELTRE,6 ba- 1,Padova,2022-01-29,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
891,9.26,9.26,e,SCOPEL Gioia,2002,JF,ANA ATL.FELTRE,7 ba- 1,Padova,2021-01-31,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
576,9.69,9.69,e,BIESUZ Enrico,2002,CM,ANA ATL.FELTRE,4 se- 3,Padova,2017-02-04,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
469,10.17,10.17,e,SCOPEL Nicola,2008,CM,ANA ATL.FELTRE,4 se- 5,Padova,2023-02-18,https://www.fidal.it/atleta/SCOPEL-Nicola/eKmRlJeocGY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
369,10.67,10.67,e,BOLZONELLO Sebastiano,2002,CM,ANA ATL.FELTRE,7 se- 1,Padova,2017-02-04,https://www.fidal.it/atleta/BOLZONELLO-Sebastiano/eKmRlJaocWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
339,10.83,10.83,e,CRIVELLER Marco,2003,CM,ANA ATL.FELTRE,4 se- 2,Padova,2017-02-18,https://www.fidal.it/atleta/CRIVELLER-Marco/eKmRlJWlb2Y%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
332,10.87,10.87,e,BOLZONELLO Sebastiano,2002,CM,ANA ATL.FELTRE,5 se- 2,Padova,2017-02-18,https://www.fidal.it/atleta/BOLZONELLO-Sebastiano/eKmRlJaocWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
282,13.17,13.17,e,DE BACCO Paola,2002,JF,ANA ATL.FELTRE,7 ba- 3,Padova,2020-01-18,https://www.fidal.it/atleta/DE-BACCO-Paola/eKmRlJilbWg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
252,13.44,13.44,e,DE BACCO Paola,2002,AF,ANA ATL.FELTRE,6 ba- 1,Padova,2019-02-10,https://www.fidal.it/atleta/DE-BACCO-Paola/eKmRlJilbWg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
149,12.1,12.10,e,BOLZONELLO Sebastiano,2002,CM,ANA ATL.FELTRE,7 se- 2,Padova,2016-02-06,https://www.fidal.it/atleta/BOLZONELLO-Sebastiano/eKmRlJaocWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
77,12.8,12.80,e,SARNO Gioele,2003,CM,ANA ATL.FELTRE,8 se- 2,Padova,2017-02-18,https://www.fidal.it/atleta/SARNO-Gioele/eKmRlJekb2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
