punteggio,prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
,496.3,8:16.30,e,NICOLETTO Giada,1994,AF,ANA ATL.FELTRE,3 su- 1,Bastia Umbra,2011-06-11,https://www.fidal.it/atleta/NICOLETTO-Giada/eKmRlJSjaWM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,502.13,8:22.13,e,NICOLETTO Giada,1994,AF,ANA ATL.FELTRE,11 se- 1,Rieti,2011-10-02,https://www.fidal.it/atleta/NICOLETTO-Giada/eKmRlJSjaWM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,442.11,7:22.11,e,D'ALBERTO Arianna,2000,AF,ANA ATL.FELTRE,2 su- 1,Caorle,2017-05-27,https://www.fidal.it/atleta/D-ALBERTO-Arianna/eKmRlJWmaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,442.29,7:22.29,e,D'ALBERTO Arianna,2000,AF,ANA ATL.FELTRE,11 se- 2,Rieti,2017-06-16,https://www.fidal.it/atleta/D-ALBERTO-Arianna/eKmRlJWmaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,459.29,7:39.29,e,D'ALBERTO Arianna,2000,AF,ANA ATL.FELTRE,9 su- 1,Bressanone,2017-06-04,https://www.fidal.it/atleta/D-ALBERTO-Arianna/eKmRlJWmaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,446.72,7:26.72,e,D'ALBERTO Arianna,2000,JF,ANA ATL.FELTRE,2 su- 1,San Biagio Di Callalta,2018-04-29,https://www.fidal.it/atleta/D-ALBERTO-Arianna/eKmRlJWmaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,469.5,7:49.50,e,D'ALBERTO Arianna,2000,JF,ANA ATL.FELTRE,2 su- 1,Firenze,2019-05-04,https://www.fidal.it/atleta/D-ALBERTO-Arianna/eKmRlJWmaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,508.02,8:28.02,e,DE CARLI Matilde,2005,AF,ANA ATL.FELTRE,6 su- 1,Cles,2021-09-25,https://www.fidal.it/atleta/DE-CARLI-Matilde/eKmRlJWma2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,517.06,8:37.06,e,DE CARLI Matilde,2005,AF,ANA ATL.FELTRE,7 su- 1,Verona,2021-09-11,https://www.fidal.it/atleta/DE-CARLI-Matilde/eKmRlJWma2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,542.71,9:02.71,e,FANTINEL Sara,2005,AF,ANA ATL.FELTRE,3 su- 1,Vicenza,2021-05-16,https://www.fidal.it/atleta/FANTINEL-Sara/eKmRlJihamo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,456.26,7:36.26,e,COLUSSI Leila,2006,AF,ANA ATL.FELTRE,3 su- 1,Caorle,2022-05-21,https://www.fidal.it/atleta/COLUSSI-Leila/eKmRlJeob2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,459.05,7:38.8,m,COLUSSI Leila,2006,AF,ANA ATL.FELTRE,1 su- 1,Feltre,2022-04-27,https://www.fidal.it/atleta/COLUSSI-Leila/eKmRlJeob2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,459.91,7:39.91,e,COLUSSI Leila,2006,AF,ANA ATL.FELTRE,9 se- 2,Milano,2022-06-17,https://www.fidal.it/atleta/COLUSSI-Leila/eKmRlJeob2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,466.05,7:46.05,e,COLUSSI Leila,2006,AF,ANA ATL.FELTRE,3 su- 1,Verona,2022-05-07,https://www.fidal.it/atleta/COLUSSI-Leila/eKmRlJeob2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,441.01,7:21.01,e,COLUSSI Leila,2006,AF,ANA ATL.FELTRE,1 su- 1,Venezia,2023-09-09,https://www.fidal.it/atleta/COLUSSI-Leila/eKmRlJeob2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,445.05,7:25.05,e,COLUSSI Leila,2006,AF,ANA ATL.FELTRE,8 se- 2,Caorle,2023-06-23,https://www.fidal.it/atleta/COLUSSI-Leila/eKmRlJeob2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,446.56,7:26.56,e,COLUSSI Leila,2006,AF,ANA ATL.FELTRE,3 su- 1,Venezia,2023-06-13,https://www.fidal.it/atleta/COLUSSI-Leila/eKmRlJeob2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,447.43,7:27.43,e,COLUSSI Leila,2006,AF,ANA ATL.FELTRE,1 su- 1,Borgo Valbelluna,2023-05-06,https://www.fidal.it/atleta/COLUSSI-Leila/eKmRlJeob2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,457.55,7:37.3,m,COLUSSI Leila,2006,AF,ANA ATL.FELTRE,2 su- 1,Belluno,2023-04-26,https://www.fidal.it/atleta/COLUSSI-Leila/eKmRlJeob2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,487.74,8:07.74,e,MENEGAZZO Silvia,2007,AF,ANA ATL.FELTRE,15 se- 1,Caorle,2023-06-23,https://www.fidal.it/atleta/MENEGAZZO-Silvia/eKmRlJeocGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,488.65,8:08.4,m,MENEGAZZO Silvia,2007,AF,ANA ATL.FELTRE,3 su- 1,Belluno,2023-04-26,https://www.fidal.it/atleta/MENEGAZZO-Silvia/eKmRlJeocGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,491.35,8:11.35,e,MENEGAZZO Silvia,2007,AF,ANA ATL.FELTRE,7 su- 1,Venezia,2023-06-13,https://www.fidal.it/atleta/MENEGAZZO-Silvia/eKmRlJeocGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,504.8,8:24.80,e,MENEGAZZO Silvia,2007,AF,ANA ATL.FELTRE,4 su- 1,Borgo Valbelluna,2023-05-06,https://www.fidal.it/atleta/MENEGAZZO-Silvia/eKmRlJeocGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,506.92,8:26.92,e,MENEGAZZO Silvia,2007,AF,ANA ATL.FELTRE,4 su- 1,Venezia,2023-09-09,https://www.fidal.it/atleta/MENEGAZZO-Silvia/eKmRlJeocGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,488.09,8:08.09,e,MENEGAZZO Silvia,2007,AF,ANA ATL.FELTRE,10 se- 1,Molfetta,2024-07-05,https://www.fidal.it/atleta/MENEGAZZO-Silvia/eKmRlJeocGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,489.78,8:09.78,e,MENEGAZZO Silvia,2007,AF,ANA ATL.FELTRE,4 su- 1,Mestre,2024-06-08,https://www.fidal.it/atleta/MENEGAZZO-Silvia/eKmRlJeocGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,498.46,8:18.46,e,MENEGAZZO Silvia,2007,AF,ANA ATL.FELTRE,5 su- 1,Vittorio Veneto,2024-05-11,https://www.fidal.it/atleta/MENEGAZZO-Silvia/eKmRlJeocGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
