prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
13.45,,13.2,1,GIULIANO Andrea,1992,CM,A.S.D. LIBERTAS AZZURRA,1 se- 1,Siracusa,2007-11-10,https://www.fidal.it/atleta/GIULIANO-Andrea/h6iRlZmlaWw%3D,https://www.fidal.it/societa/A-S-D--LIBERTAS-AZZURRA/SR340
13.46,,13.46,0,MACH DI PALMSTEIN Ivan,1992,CM,RUNNERS LIVORNO,1 su- 1,Massa,2007-09-16,https://www.fidal.it/atleta/MACH-DI-PALMSTEIN-Ivan/faiSkpShaGo%3D,https://www.fidal.it/societa/RUNNERS-LIVORNO/LI086
13.55,,13.3,1,MACH DI PALMSTEIN Ivan,1992,CM,RUNNERS LIVORNO,1 su- 1,Livorno,2007-05-20,https://www.fidal.it/atleta/MACH-DI-PALMSTEIN-Ivan/faiSkpShaGo%3D,https://www.fidal.it/societa/RUNNERS-LIVORNO/LI086
13.55,,13.3,1,GIULIANO Andrea,1992,CM,A.S.D. LIBERTAS AZZURRA,1 se- 1,Siracusa,2007-09-07,https://www.fidal.it/atleta/GIULIANO-Andrea/h6iRlZmlaWw%3D,https://www.fidal.it/societa/A-S-D--LIBERTAS-AZZURRA/SR340
13.55,,13.3,1,MACH DI PALMSTEIN Ivan,1992,CM,RUNNERS LIVORNO,1 se- 3,Grosseto,2007-09-30,https://www.fidal.it/atleta/MACH-DI-PALMSTEIN-Ivan/faiSkpShaGo%3D,https://www.fidal.it/societa/RUNNERS-LIVORNO/LI086
13.61,-0.0,13.61,0,BERCHI Giacomo,1992,CM,BUGELLA SPORT,1 se- 1,Fidenza,2007-06-17,https://www.fidal.it/atleta/BERCHI-Giacomo/dKAAARk5mkams%3D,https://www.fidal.it/societa/BUGELLA-SPORT/VC049
13.62,+1.1,13.62,0,BERLESE Nicola,1992,CM,ATLETICA BRUGNERA FRIULINTAGLI,1 se- 3,Majano,2007-09-08,https://www.fidal.it/atleta/BERLESE-Nicola/eaqRkpmkbGQ%3D,https://www.fidal.it/societa/ATLETICA-BRUGNERA-FRIULINTAGLI/PN039
13.73,+1.5,13.73,0,BERLESE Nicola,1992,CM,ATLETICA BRUGNERA FRIULINTAGLI,1 se- 1,Novo Mesto,2007-09-21,https://www.fidal.it/atleta/BERLESE-Nicola/eaqRkpmkbGQ%3D,https://www.fidal.it/societa/ATLETICA-BRUGNERA-FRIULINTAGLI/PN039
13.75,,13.5,1,GIULIANO Andrea,1992,CM,A.S.D. LIBERTAS AZZURRA,1 su- 1,Siracusa,2007-09-18,https://www.fidal.it/atleta/GIULIANO-Andrea/h6iRlZmlaWw%3D,https://www.fidal.it/societa/A-S-D--LIBERTAS-AZZURRA/SR340
13.75,,13.5,1,BIANCHI Augusto,1992,CM,ATLETICA UDINESE MALIGNANI,1 se- 1,Codroipo,2007-10-07,https://www.fidal.it/atleta/BIANCHI-Augusto/dKAAARk5mmaGQ%3D,https://www.fidal.it/societa/ATLETICA-UDINESE-MALIGNANI/UD030
13.75,-0.0,13.75,0,BERLESE Nicola,1992,CM,ATLETICA BRUGNERA FRIULINTAGLI,2 se- 1,Fidenza,2007-06-17,https://www.fidal.it/atleta/BERLESE-Nicola/eaqRkpmkbGQ%3D,https://www.fidal.it/societa/ATLETICA-BRUGNERA-FRIULINTAGLI/PN039
13.85,,13.6,1,MACH DI PALMSTEIN Ivan,1992,CM,RUNNERS LIVORNO,1 se- 1,Santa Maria A Monte,2007-06-30,https://www.fidal.it/atleta/MACH-DI-PALMSTEIN-Ivan/faiSkpShaGo%3D,https://www.fidal.it/societa/RUNNERS-LIVORNO/LI086
13.85,,13.6,1,BERLESE Nicola,1992,CM,ATLETICA BRUGNERA FRIULINTAGLI,1 se- 1,San Vito Al Tagliamento,2007-07-06,https://www.fidal.it/atleta/BERLESE-Nicola/eaqRkpmkbGQ%3D,https://www.fidal.it/societa/ATLETICA-BRUGNERA-FRIULINTAGLI/PN039
13.85,,13.85,0,VETTORE Federico,1992,CM,ATLETICA VIS ABANO,1 se- 1,Mogliano Veneto,2007-09-30,https://www.fidal.it/atleta/VETTORE-Federico/eKiRlZenaGM%3D,https://www.fidal.it/societa/ATLETICA-VIS-ABANO/PD141
13.85,-0.3,13.85,0,BERCHI Giacomo,1992,CM,BUGELLA SPORT,1 ba- 1,Ravenna,2007-10-13,https://www.fidal.it/atleta/BERCHI-Giacomo/dKAAARk5mkams%3D,https://www.fidal.it/societa/BUGELLA-SPORT/VC049
13.87,+2.2,13.87,0,PERUGIN Marco,1992,CM,A.A.A. GENOVA,1 fi- 2,Ravenna,2007-10-13,https://www.fidal.it/atleta/PERUGIN-Marco/daiUlpana2s%3D,https://www.fidal.it/societa/A-A-A--GENOVA/GE001
13.88,+0.1,13.88,0,BERCHI Giacomo,1992,CM,BUGELLA SPORT,1 fi- 1,Torino,2007-09-23,https://www.fidal.it/atleta/BERCHI-Giacomo/dKAAARk5mkams%3D,https://www.fidal.it/societa/BUGELLA-SPORT/VC049
13.93,+1.3,13.93,0,MORRA Andrea mario,1992,CM,A.S. NUOVA ATL. FORMIA,1 fi- 1,Ravenna,2007-10-13,https://www.fidal.it/atleta/MORRA-Andrea-mario/f6iRl5mfa2o%3D,https://www.fidal.it/societa/A-S--NUOVA-ATL--FORMIA/LT294
13.95,,13.7,1,BERCHI Giacomo,1992,CM,BUGELLA SPORT,1 se- 1,Novara,2007-05-27,https://www.fidal.it/atleta/BERCHI-Giacomo/dKAAARk5mkams%3D,https://www.fidal.it/societa/BUGELLA-SPORT/VC049
13.95,,13.7,1,BERLESE Nicola,1992,CM,ATLETICA BRUGNERA FRIULINTAGLI,1 se- 1,Majano,2007-06-24,https://www.fidal.it/atleta/BERLESE-Nicola/eaqRkpmkbGQ%3D,https://www.fidal.it/societa/ATLETICA-BRUGNERA-FRIULINTAGLI/PN039
13.95,,13.7,1,MACH DI PALMSTEIN Ivan,1992,CM,RUNNERS LIVORNO,1 se- 3,Livorno,2007-06-24,https://www.fidal.it/atleta/MACH-DI-PALMSTEIN-Ivan/faiSkpShaGo%3D,https://www.fidal.it/societa/RUNNERS-LIVORNO/LI086
