tempo,vento,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
37:58.6,,BRUGNETTI Ivano,1976,SM,G.A. FIAMME GIALLE,1 su- 1,Sesto San Giovanni,2005-07-23,https://www.fidal.it/atleta/BRUGNETTI-Ivano/dqiRkpehams%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
39:31.35,,BRUGNETTI Ivano,1976,SM,G.A. FIAMME GIALLE,1 su- 1,Cesenatico,2005-06-11,https://www.fidal.it/atleta/BRUGNETTI-Ivano/dqiRkpehams%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
40:24.21,,GANDELLINI Alessandro,1973,SM,G.S. FIAMME ORO PADOVA,2 su- 1,Cesenatico,2005-06-11,https://www.fidal.it/atleta/GANDELLINI-Alessandro/eKiRk5ejbGo%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
40:39.23,,TROMBETTI Gian luca,1977,SM,SPORT CLUB CATANIA A.S.D.,3 su- 1,Cesenatico,2005-06-11,https://www.fidal.it/atleta/TROMBETTI-Gian-luca/eqiRkpOhamM%3D,https://www.fidal.it/societa/SPORT-CLUB-CATANIA-A-S-D-/CT075
40:45.5,,DIDONI Michele,1974,SM,C.S. CARABINIERI SEZ. ATLETICA,1 su- 1,Schio,2005-05-08,https://www.fidal.it/atleta/DIDONI-Michele/dqiRkpWgcGY%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
40:46.3,,CIVALLERO Lorenzo,1975,SM,C.S. CARABINIERI SEZ. ATLETICA,1 se- 1,Bovisio Masciago,2005-03-06,https://www.fidal.it/atleta/CIVALLERO-Lorenzo/dKiRkpSfbmc%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
40:46.95,,RUBINO Giorgio,1986,JM,G.A. FIAMME GIALLE,3 fi- 1,Kaunas,2005-07-23,https://www.fidal.it/atleta/RUBINO-Giorgio/f6iRlpakamU%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
40:49.42,,TROMBETTI Gian luca,1977,SM,SPORT CLUB CATANIA A.S.D.,1 su- 1,Catania,2005-05-14,https://www.fidal.it/atleta/TROMBETTI-Gian-luca/eqiRkpOhamM%3D,https://www.fidal.it/societa/SPORT-CLUB-CATANIA-A-S-D-/CT075
41:14.72,,CIVALLERO Lorenzo,1975,SM,C.S. CARABINIERI SEZ. ATLETICA,4 su- 1,Cesenatico,2005-06-11,https://www.fidal.it/atleta/CIVALLERO-Lorenzo/dKiRkpSfbmc%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
41:29.37,,PRIVITERA Dario,1979,SM,C.S. AERONAUTICA MILITARE,5 su- 1,Cesenatico,2005-06-11,https://www.fidal.it/atleta/PRIVITERA-Dario/h6iRkpaiaWk%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
