prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
823.65,13:43.4,1.0,DI BARI Vito,1990,CM,A.S. ' BELVEDERE ' ANDRIA,1 su- 1,Matera,2005-09-02,https://www.fidal.it/atleta/DI-BARI-Vito/hKiSmZmib2Q%3D,https://www.fidal.it/societa/A-S--BELVEDERE-ANDRIA/BA515
832.55,13:52.3,1.0,MACCHIA Riccardo,1990,CM,A.S.D.FALCO AZZURRO-CARICHIETI,2 su- 1,Matera,2005-09-02,https://www.fidal.it/atleta/MACCHIA-Riccardo/gaiRk5ajbms%3D,https://www.fidal.it/societa/A-S-D-FALCO-AZZURRO-CARICHIETI/CH136
843.65,14:03.4,1.0,CIPOLLA Domenico,1990,CM,POL. WILMA RUDOLPH MT,3 su- 1,Matera,2005-09-02,https://www.fidal.it/atleta/CIPOLLA-Domenico/haiRk5OjaWw%3D,https://www.fidal.it/societa/POL--WILMA-RUDOLPH-MT/MT097
843.75,14:03.5,1.0,RENO' Giovanni,1991,CM,POL. DON MILANI,4 su- 1,Matera,2005-09-02,https://www.fidal.it/atleta/RENO-Giovanni/hKiSmpSjb2w%3D,https://www.fidal.it/societa/POL--DON-MILANI/TA443
876.25,14:36.0,1.0,DICHIO Christohpher,1991,CM,ECOSPORT SB. 2000 MONTE CSAIN,1 su- 1,Matera,2005-10-01,https://www.fidal.it/atleta/DICHIO-Christohpher/haiRk5KoaWU%3D,https://www.fidal.it/societa/ECOSPORT-SB--2000-MONTE-CSAIN/MT088
887.65,14:47.4,1.0,DI BARI Vito,1990,CM,A.S. ' BELVEDERE ' ANDRIA,1 su- 1,Acquaviva,2005-02-05,https://www.fidal.it/atleta/DI-BARI-Vito/hKiSmZmib2Q%3D,https://www.fidal.it/societa/A-S--BELVEDERE-ANDRIA/BA515
903.95,15:03.7,1.0,DICHIO Christohpher,1991,CM,ECOSPORT SB. 2000 MONTE CSAIN,5 su- 1,Matera,2005-09-02,https://www.fidal.it/atleta/DICHIO-Christohpher/haiRk5KoaWU%3D,https://www.fidal.it/societa/ECOSPORT-SB--2000-MONTE-CSAIN/MT088
907.35,15:07.1,1.0,MARCHISELLI Giuseppe,1991,CM,A.A.A. BARLETTA,2 su- 1,Acquaviva,2005-02-05,https://www.fidal.it/atleta/MARCHISELLI-Giuseppe/hKiSmZeka2Q%3D,https://www.fidal.it/societa/A-A-A--BARLETTA/BA035
909.45,15:09.2,1.0,MASSAFRA Vincenzo,1990,CM,U.S.ATLETICA TARANTO,3 su- 1,Acquaviva,2005-02-05,https://www.fidal.it/atleta/MASSAFRA-Vincenzo/hKiSmZafbmg%3D,https://www.fidal.it/societa/U-S-ATLETICA-TARANTO/TA409
909.45,15:09.2,1.0,CIPOLLA Domenico,1990,CM,POL. WILMA RUDOLPH MT,4 su- 1,Acquaviva,2005-02-05,https://www.fidal.it/atleta/CIPOLLA-Domenico/haiRk5OjaWw%3D,https://www.fidal.it/societa/POL--WILMA-RUDOLPH-MT/MT097
969.65,16:09.4,1.0,DICHIO Christohpher,1991,CM,ECOSPORT SB. 2000 MONTE CSAIN,5 su- 1,Acquaviva,2005-02-05,https://www.fidal.it/atleta/DICHIO-Christohpher/haiRk5KoaWU%3D,https://www.fidal.it/societa/ECOSPORT-SB--2000-MONTE-CSAIN/MT088
988.15,16:27.9,1.0,CIARFAGLIA Eliseo,1991,CM,ECOSPORT SB. 2000 MONTE CSAIN,6 su- 1,Acquaviva,2005-02-05,https://www.fidal.it/atleta/CIARFAGLIA-Eliseo/haiRk5OjcWw%3D,https://www.fidal.it/societa/ECOSPORT-SB--2000-MONTE-CSAIN/MT088
1041.05,17:20.8,1.0,OLIVA Luca,1990,CM,A.A.A. BARLETTA,7 su- 1,Acquaviva,2005-02-05,https://www.fidal.it/atleta/OLIVA-Luca/hKiSmZWocWs%3D,https://www.fidal.it/societa/A-A-A--BARLETTA/BA035
1045.45,17:25.2,1.0,SECCIA Michele,1991,CM,A.A.A. BARLETTA,8 su- 1,Acquaviva,2005-02-05,https://www.fidal.it/atleta/SECCIA-Michele/hKiSmZimbmY%3D,https://www.fidal.it/societa/A-A-A--BARLETTA/BA035
1108.45,18:28.2,1.0,FUCCI Michele,1991,CM,A.A.A. BARLETTA,9 su- 1,Acquaviva,2005-02-05,https://www.fidal.it/atleta/FUCCI-Michele/hKiSmZeka2M%3D,https://www.fidal.it/societa/A-A-A--BARLETTA/BA035
1147.55,19:07.3,1.0,CANNONE Salvatore,1991,CM,A.S. ' BELVEDERE ' ANDRIA,10 su- 1,Acquaviva,2005-02-05,https://www.fidal.it/atleta/CANNONE-Salvatore/hKiSmpKmcGw%3D,https://www.fidal.it/societa/A-S--BELVEDERE-ANDRIA/BA515
1226.65,20:26.4,1.0,TESSE Giovanni,1991,CM,A.S. ' BELVEDERE ' ANDRIA,11 su- 1,Acquaviva,2005-02-05,https://www.fidal.it/atleta/TESSE-Giovanni/hKiSmpOicGs%3D,https://www.fidal.it/societa/A-S--BELVEDERE-ANDRIA/BA515
1260.15,20:59.9,1.0,MARINARO Giuseppe,1991,CM,POL. WILMA RUDOLPH MT,12 su- 1,Acquaviva,2005-02-05,https://www.fidal.it/atleta/MARINARO-Giuseppe/haiRk5SlbGs%3D,https://www.fidal.it/societa/POL--WILMA-RUDOLPH-MT/MT097
1385.95,23:05.7,1.0,ACEVEDO Rubie,1991,CM,ATL.LONGARONE,1 su- 1,Longarone,2005-06-22,https://www.fidal.it/atleta/ACEVEDO-Rubie/eKmRlJOhbGc%3D,https://www.fidal.it/societa/ATL-LONGARONE/BL001
903.66,15:03.66,0.0,MARZOLINI Brunella,1990,CF,ATLETICA PUNTO IT,2 se- 2,Bisceglie,2005-10-09,https://www.fidal.it/atleta/MARZOLINI-Brunella/dq2RkpWoaGs%3D,https://www.fidal.it/societa/ATLETICA-PUNTO-IT/MI066
912.45,15:12.2,1.0,MARZOLINI Brunella,1990,CF,ATLETICA PUNTO IT,1 se- 1,Bovisio Masciago,2005-03-06,https://www.fidal.it/atleta/MARZOLINI-Brunella/dq2RkpWoaGs%3D,https://www.fidal.it/societa/ATLETICA-PUNTO-IT/MI066
913.85,15:13.6,1.0,MARZOLINI Brunella,1990,CF,ATLETICA PUNTO IT,1 se- 1,San Donato Milanese,2005-06-11,https://www.fidal.it/atleta/MARZOLINI-Brunella/dq2RkpWoaGs%3D,https://www.fidal.it/societa/ATLETICA-PUNTO-IT/MI066
917.74,15:17.74,0.0,MARZOLINI Brunella,1990,CF,ATLETICA PUNTO IT,1 su- 1,Castelcovati,2005-09-18,https://www.fidal.it/atleta/MARZOLINI-Brunella/dq2RkpWoaGs%3D,https://www.fidal.it/societa/ATLETICA-PUNTO-IT/MI066
