punteggio,prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
,18.72,-1.5,18.72,e,FACCHIN Alessia,1993,AF,ANA ATL.FELTRE,5 se- 3,Mestre,2010-05-08,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,20.15,-0.6,20.15,e,FACCHIN Alessia,1993,AF,ANA ATL.FELTRE,4 se- 3,Verona,2010-06-02,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,15.4,+0.6,15.40,e,SPADA Silvia,1995,AF,ANA ATL.FELTRE,4 se- 1,Vicenza,2011-05-21,https://www.fidal.it/atleta/SPADA-Silvia/eKmRlJOkaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,15.73,-0.3,15.73,e,SPADA Silvia,1995,AF,ANA ATL.FELTRE,1 se- 2,Rovigo,2011-05-07,https://www.fidal.it/atleta/SPADA-Silvia/eKmRlJOkaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,15.9,,15.90,e,SPADA Silvia,1995,AF,ANA ATL.FELTRE,3 se- 1,Padova,2011-05-18,https://www.fidal.it/atleta/SPADA-Silvia/eKmRlJOkaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.12,-0.6,16.12,e,SPADA Silvia,1995,AF,ANA ATL.FELTRE,4 se- 2,Bastia Umbra,2011-06-11,https://www.fidal.it/atleta/SPADA-Silvia/eKmRlJOkaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.43,-0.9,16.43,e,SPADA Silvia,1995,AF,ANA ATL.FELTRE,4 su- 1,Marcon,2011-04-10,https://www.fidal.it/atleta/SPADA-Silvia/eKmRlJOkaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.04,+1.0,16.04,e,SPADA Silvia,1995,AF,ANA ATL.FELTRE,6 se- 1,Abano Terme,2012-05-12,https://www.fidal.it/atleta/SPADA-Silvia/eKmRlJOkaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,17.46,-1.6,17.46,e,MARAZZINI Giulia,1998,CF,ANA ATL.FELTRE,5 se- 4,Padova,2013-05-23,https://www.fidal.it/atleta/MARAZZINI-Giulia/eKmRlJSncWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.45,,16.2,m,MARAZZINI Giulia,1998,AF,ANA ATL.FELTRE,4 se- 1,Rovigo,2014-05-20,https://www.fidal.it/atleta/MARAZZINI-Giulia/eKmRlJSncWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,17.1,+0.4,17.10,e,MARAZZINI Giulia,1998,AF,ANA ATL.FELTRE,3 se- 2,Vicenza,2015-05-02,https://www.fidal.it/atleta/MARAZZINI-Giulia/eKmRlJSncWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
