punteggio,prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
684,12.65,CICCOMASCOLO Lorenzo,1997,CM,ANA ATL.FELTRE,3 su- 1,Schio,2012-02-11,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
642,10.9,CESCATO Beatrice,1993,PF,ANA ATL.FELTRE,5 su- 1,Padova,2015-01-17,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
638,11.87,CICCOMASCOLO Lorenzo,1997,CM,ANA ATL.FELTRE,1 se- 1,Schio,2012-01-14,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
635,11.81,CICCOMASCOLO Lorenzo,1997,CM,ANA ATL.FELTRE,10 su- 1,Modena,2012-03-18,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
633,10.76,CESCATO Beatrice,1993,PF,ANA ATL.FELTRE,8 su- 1,Padova,2015-01-31,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
617,10.5,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,8 su- 1,Ancona,2010-02-13,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
607,10.34,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,1 se- 1,Schio,2010-02-20,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
605,11.31,RIVA Andrea,1992,CM,ANA ATL.FELTRE,4 su- 1,Padova,2007-02-18,https://www.fidal.it/atleta/RIVA-Andrea/eKmRlJOgb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
602,10.26,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,1 se- 1,Schio,2010-02-06,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
549,9.4,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,2 su- 1,Padova,2009-01-31,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
489,8.43,MARCHESE Martina,1994,AF,ANA ATL.FELTRE,3 se- 1,Schio,2011-01-15,https://www.fidal.it/atleta/MARCHESE-Martina/eKmRlJWfamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
469,8.1,SAIONI Chiara,1994,AF,ANA ATL.FELTRE,4 se- 1,Schio,2010-02-20,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
468,8.09,SAIONI Chiara,1994,AF,ANA ATL.FELTRE,6 se- 1,Schio,2010-02-06,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
452,7.82,SAIONI Chiara,1994,AF,ANA ATL.FELTRE,4 se- 1,Schio,2011-01-15,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
449,8.65,CORSO Lorenzo,1999,CM,ANA ATL.FELTRE,11 se- 2,Padova,2014-03-02,https://www.fidal.it/atleta/CORSO-Lorenzo/eKmRlJWkbWc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
356,7.06,BONAN Marco,2000,CM,ANA ATL.FELTRE,17 se- 2,Padova,2014-03-02,https://www.fidal.it/atleta/BONAN-Marco/eKmRlJShbGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
355,7.05,COSTA Edgard,1999,CM,ANA ATL.FELTRE,18 se- 2,Padova,2014-03-02,https://www.fidal.it/atleta/COSTA-Edgard/eKmRlJSjbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
272,5.64,MERLO Giacomo,2000,CM,ANA ATL.FELTRE,23 se- 2,Padova,2014-03-02,https://www.fidal.it/atleta/MERLO-Giacomo/eKmRlJSnaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
