prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
24.89,,24.89,0,BARBERIS Camilla,1992,CF,CENTRO ATLETICA CELLE LIGURE,1 se- 1,Monzon Spagna,2007-10-13,https://www.fidal.it/atleta/BARBERIS-Camilla/daiUlpKkamo%3D,https://www.fidal.it/societa/CENTRO-ATLETICA-CELLE-LIGURE/SV022
19.01,,19.01,0,BODJO Achi aceslidia,1994,CF,ATLETICA SANDRO CALVESI,2 su- 1,Albertville,2009-05-22,https://www.fidal.it/atleta/BODJO-Achi-aceslidia/dKqRkpKja2w%3D,https://www.fidal.it/societa/ATLETICA-SANDRO-CALVESI/AO004
9.41,,9.41,0,CONTARDO Federica,1995,CF,ATLETICA COGNE AOSTA,4 su- 1,Albertville,2009-05-22,https://www.fidal.it/atleta/CONTARDO-Federica/dKqRkpKia2Q%3D,https://www.fidal.it/societa/ATLETICA-COGNE-AOSTA/AO001
10.62,,10.62,0,LODOVICI Marina,1959,SF50,ATL LIBERTAS RUNNERS LIVORNO,4 su- 1,Roma,2010-06-12,https://www.fidal.it/atleta/LODOVICI-Marina/faiSkpmicWU%3D,https://www.fidal.it/societa/ATL-LIBERTAS-RUNNERS-LIVORNO/LI035
19.78,,19.78,0,PENONE Marta,1996,CF,A.S. ATLETICA 92 VENTIMIGLIA,3 su- 1,Nizza,2011-07-08,https://www.fidal.it/atleta/PENONE-Marta/daiUlpOobmk%3D,https://www.fidal.it/societa/A-S--ATLETICA-92-VENTIMIGLIA/IM065
19.39,,19.39,0,SALTO Marily,1997,CF,ATLETICA PONT DONNAS,1 se- 1,Albertville,2011-05-27,https://www.fidal.it/atleta/SALTO-Marily/dKqRkpOibms%3D,https://www.fidal.it/societa/ATLETICA-PONT-DONNAS/AO002
19.29,,19.29,0,PERETTO Carol,1996,CF,ATLETICA PONT DONNAS,2 se- 1,Albertville,2011-05-27,https://www.fidal.it/atleta/PERETTO-Carol/jKiRlJWlcGU%3D,https://www.fidal.it/societa/ATLETICA-PONT-DONNAS/AO002
24.5,,24.50,0,GALLI Serena,1997,CF,U.S. QUERCIA TRENTINGRANA,7 su- 1,Bressanone,2012-05-27,https://www.fidal.it/atleta/GALLI-Serena/d6iRk5Ogbmk%3D,https://www.fidal.it/societa/U-S--QUERCIA-TRENTINGRANA/TN109
48.18,,48.18,0,PADOVAN Paola,1995,AF,ATHLETIC CLUB BELLUNO,1 se- 2,Firenze,2012-09-29,https://www.fidal.it/atleta/PADOVAN-Paola/eKmRlJOfbGY%3D,https://www.fidal.it/societa/ATHLETIC-CLUB-BELLUNO/BL009
45.76,,45.76,0,COLOMBARO Agnese,1995,AF,C.U.S. TORINO,3 su- 1,Bressanone,2012-05-27,https://www.fidal.it/atleta/COLOMBARO-Agnese/dK2Rk5mlaWM%3D,https://www.fidal.it/societa/C-U-S--TORINO/TO001
45.48,,45.48,0,COLOMBARO Agnese,1995,AF,C.U.S. TORINO,1 su- 1,Santhia,2012-06-24,https://www.fidal.it/atleta/COLOMBARO-Agnese/dK2Rk5mlaWM%3D,https://www.fidal.it/societa/C-U-S--TORINO/TO001
44.49,,44.49,0,COLOMBARO Agnese,1995,AF,C.U.S. TORINO,1 su- 1,Nembro,2012-06-17,https://www.fidal.it/atleta/COLOMBARO-Agnese/dK2Rk5mlaWM%3D,https://www.fidal.it/societa/C-U-S--TORINO/TO001
43.74,,43.74,0,PADOVAN Paola,1995,AF,ATHLETIC CLUB BELLUNO,4 su- 1,Bressanone,2012-05-27,https://www.fidal.it/atleta/PADOVAN-Paola/eKmRlJOfbGY%3D,https://www.fidal.it/societa/ATHLETIC-CLUB-BELLUNO/BL009
43.07,,43.07,0,COLOMBARO Agnese,1995,AF,C.U.S. TORINO,1 se- 1,Milano Arena,2012-05-31,https://www.fidal.it/atleta/COLOMBARO-Agnese/dK2Rk5mlaWM%3D,https://www.fidal.it/societa/C-U-S--TORINO/TO001
42.8,,42.80,0,PADOVAN Paola,1995,AF,ATHLETIC CLUB BELLUNO,1 su- 1,Bassano Del Grappa,2012-09-16,https://www.fidal.it/atleta/PADOVAN-Paola/eKmRlJOfbGY%3D,https://www.fidal.it/societa/ATHLETIC-CLUB-BELLUNO/BL009
42.72,,42.72,0,PADOVAN Paola,1995,AF,ATHLETIC CLUB BELLUNO,4 su- 1,Hartberg,2012-06-26,https://www.fidal.it/atleta/PADOVAN-Paola/eKmRlJOfbGY%3D,https://www.fidal.it/societa/ATHLETIC-CLUB-BELLUNO/BL009
42.72,,42.72,0,PADOVAN Paola,1995,AF,ATHLETIC CLUB BELLUNO,4 su- 1,Vienna,2012-06-26,https://www.fidal.it/atleta/PADOVAN-Paola/eKmRlJOfbGY%3D,https://www.fidal.it/societa/ATHLETIC-CLUB-BELLUNO/BL009
42.16,,42.16,0,BISERNI Maria,1995,AF,EDERA ATL. FORLI,1 su- 1,Modena,2012-05-13,https://www.fidal.it/atleta/BISERNI-Maria/equRkpKkbms%3D,https://www.fidal.it/societa/EDERA-ATL--FORLI/FC038
42.13,,42.13,0,BISERNI Maria,1995,AF,EDERA ATL. FORLI,1 su- 1,Imola,2012-06-06,https://www.fidal.it/atleta/BISERNI-Maria/equRkpKkbms%3D,https://www.fidal.it/societa/EDERA-ATL--FORLI/FC038
