prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
17.8,IAROPOLI Salvatore,1992,CM,ATL. VIRTUS  CR LUCCA,1 su- 1,Ravenna,2007-10-12,https://www.fidal.it/atleta/IAROPOLI-Salvatore/faiSkpaocWc%3D,https://www.fidal.it/societa/ATL--VIRTUS-CR-LUCCA/LU100
17.4,IAROPOLI Salvatore,1992,CM,ATL. VIRTUS  CR LUCCA,1 su- 1,Pistoia,2007-09-22,https://www.fidal.it/atleta/IAROPOLI-Salvatore/faiSkpaocWc%3D,https://www.fidal.it/societa/ATL--VIRTUS-CR-LUCCA/LU100
17.39,IAROPOLI Salvatore,1992,CM,ATL. VIRTUS  CR LUCCA,1 su- 1,Santa Maria A Monte,2007-10-28,https://www.fidal.it/atleta/IAROPOLI-Salvatore/faiSkpaocWc%3D,https://www.fidal.it/societa/ATL--VIRTUS-CR-LUCCA/LU100
17.16,SECCI Daniele,1992,CM,AICS MARATHON ROMA,1 su- 1,Rieti,2007-09-15,https://www.fidal.it/atleta/SECCI-Daniele/f6iRmZOnaGo%3D,https://www.fidal.it/societa/AICS-MARATHON-ROMA/RM034
16.85,SECCI Daniele,1992,CM,AICS MARATHON ROMA,2 su- 1,Ravenna,2007-10-12,https://www.fidal.it/atleta/SECCI-Daniele/f6iRmZOnaGo%3D,https://www.fidal.it/societa/AICS-MARATHON-ROMA/RM034
16.57,IAROPOLI Salvatore,1992,CM,ATL. VIRTUS  CR LUCCA,1 su- 1,Grosseto,2007-06-09,https://www.fidal.it/atleta/IAROPOLI-Salvatore/faiSkpaocWc%3D,https://www.fidal.it/societa/ATL--VIRTUS-CR-LUCCA/LU100
16.5,IAROPOLI Salvatore,1992,CM,ATL. VIRTUS  CR LUCCA,1 su- 1,Fidenza,2007-06-17,https://www.fidal.it/atleta/IAROPOLI-Salvatore/faiSkpaocWc%3D,https://www.fidal.it/societa/ATL--VIRTUS-CR-LUCCA/LU100
16.16,SECCI Daniele,1992,CM,AICS MARATHON ROMA,1 su- 1,Roma,2007-10-07,https://www.fidal.it/atleta/SECCI-Daniele/f6iRmZOnaGo%3D,https://www.fidal.it/societa/AICS-MARATHON-ROMA/RM034
16.06,IAROPOLI Salvatore,1992,CM,ATL. VIRTUS  CR LUCCA,1 su- 1,Lucca,2007-05-06,https://www.fidal.it/atleta/IAROPOLI-Salvatore/faiSkpaocWc%3D,https://www.fidal.it/societa/ATL--VIRTUS-CR-LUCCA/LU100
16.04,IAROPOLI Salvatore,1992,CM,ATL. VIRTUS  CR LUCCA,1 su- 1,Livorno,2007-07-14,https://www.fidal.it/atleta/IAROPOLI-Salvatore/faiSkpaocWc%3D,https://www.fidal.it/societa/ATL--VIRTUS-CR-LUCCA/LU100
15.75,MINI Giacomo,1992,CM,ATL. LIB. RIMINI,3 su- 1,Ravenna,2007-10-12,https://www.fidal.it/atleta/MINI-Giacomo/eqiRlZSgbGU%3D,https://www.fidal.it/societa/ATL--LIB--RIMINI/RN036
