prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
19.03,,19.03,0,DODONI Marco,1972,SM35,G.S. FORESTALE,1 su- 1,Rezzato,2007-07-11,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
19.01,,19.01,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,6 su- 1,Milano,2007-06-23,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.99,,18.99,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,1 su- 1,Padova,2007-07-27,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.93,,18.93,0,DAL SOGLIO Paolo,1970,SM35,C.S. CARABINIERI SEZ. ATLETICA,1 su- 1,Palermo,2007-09-30,https://www.fidal.it/atleta/DAL-SOGLIO-Paolo/eqiRkpKhcGM%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
18.85,,18.85,0,DODONI Marco,1972,SM35,G.S. FORESTALE,1 se- 1,Mantova,2007-06-21,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.68,,18.68,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,1 se- 1,Avezzano,2007-09-16,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.67,,18.67,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,3 su- 1,Conegliano,2007-06-01,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.67,,18.67,0,DODONI Marco,1972,SM35,G.S. FORESTALE,1 su- 1,Ferrara,2007-06-28,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.64,,18.64,0,DODONI Marco,1972,SM35,G.S. FORESTALE,1 su- 1,Recanati,2007-06-30,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.62,,18.62,0,DODONI Marco,1972,SM35,G.S. FORESTALE,1 su- 1,Bussolengo,2007-07-14,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.58,,18.58,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,7 fi- 1,Herrera,2007-05-19,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.58,,18.58,0,DODONI Marco,1972,SM35,G.S. FORESTALE,1 fi- 1,Sassari,2007-07-12,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.58,,18.58,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,1 su- 1,Ascoli Piceno,2007-07-21,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.58,,18.58,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,2 su- 1,Palermo,2007-09-30,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.56,,18.56,0,DI MAGGIO Marco,1983,SM,C.S. AERONAUTICA MILITARE,1 su- 1,Rieti,2007-06-07,https://www.fidal.it/atleta/DI-MAGGIO-Marco/h6iRlJmkbGw%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
18.54,,18.54,0,DI MAGGIO Marco,1983,SM,C.S. AERONAUTICA MILITARE,1 su- 1,Catania,2007-10-02,https://www.fidal.it/atleta/DI-MAGGIO-Marco/h6iRlJmkbGw%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
18.51,,18.51,0,DODONI Marco,1972,SM35,G.S. FORESTALE,5 fi- 1,Chania,2007-06-09,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.51,,18.51,0,DAL SOGLIO Paolo,1970,SM35,C.S. CARABINIERI SEZ. ATLETICA,2 su- 1,Padova,2007-07-27,https://www.fidal.it/atleta/DAL-SOGLIO-Paolo/eqiRkpKhcGM%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
18.5,,18.50,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,1 su- 1,Brescia,2007-09-23,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.49,,18.49,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,1 su- 1,Savona,2007-05-23,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.49,,18.49,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,1 su- 1,Savona,2007-06-26,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.46,,18.46,0,DI MAGGIO Marco,1983,SM,C.S. AERONAUTICA MILITARE,1 su- 1,Rieti,2007-05-20,https://www.fidal.it/atleta/DI-MAGGIO-Marco/h6iRlJmkbGw%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
18.45,,18.45,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,1 fi- 1,Roma,2007-05-06,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.44,,18.44,0,DI MAGGIO Marco,1983,SM,C.S. AERONAUTICA MILITARE,1 su- 1,Rieti,2007-06-24,https://www.fidal.it/atleta/DI-MAGGIO-Marco/h6iRlJmkbGw%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
18.43,,18.43,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,1 su- 1,Roma,2007-05-30,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.43,,18.43,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,2 su- 1,Recanati,2007-06-30,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.43,,18.43,0,DI MAGGIO Marco,1983,SM,C.S. AERONAUTICA MILITARE,3 su- 1,Padova,2007-07-27,https://www.fidal.it/atleta/DI-MAGGIO-Marco/h6iRlJmkbGw%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
18.42,,18.42,0,DODONI Marco,1972,SM35,G.S. FORESTALE,2 su- 1,Savona,2007-05-23,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.42,,18.42,0,DI MAGGIO Marco,1983,SM,C.S. AERONAUTICA MILITARE,1 su- 1,Jesolo,2007-05-25,https://www.fidal.it/atleta/DI-MAGGIO-Marco/h6iRlJmkbGw%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
18.42,,18.42,0,DI MAGGIO Marco,1983,SM,C.S. AERONAUTICA MILITARE,6 fi- 1,Chania,2007-06-09,https://www.fidal.it/atleta/DI-MAGGIO-Marco/h6iRlJmkbGw%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
18.38,,18.38,0,DODONI Marco,1972,SM35,G.S. FORESTALE,1 su- 1,Modena,2007-06-05,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.38,,18.38,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,2 fi- 1,Sassari,2007-07-12,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.38,,18.38,0,DI MAGGIO Marco,1983,SM,C.S. AERONAUTICA MILITARE,2 se- 1,Avezzano,2007-09-16,https://www.fidal.it/atleta/DI-MAGGIO-Marco/h6iRlJmkbGw%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
18.37,,18.37,0,DODONI Marco,1972,SM35,G.S. FORESTALE,7 fi- 1,Belgrado,2007-05-29,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.37,,18.37,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,1 su- 1,San Marino,2007-06-27,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.36,,18.36,0,DI MAGGIO Marco,1983,SM,C.S. AERONAUTICA MILITARE,3 su- 1,Palermo,2007-09-30,https://www.fidal.it/atleta/DI-MAGGIO-Marco/h6iRlJmkbGw%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
18.29,,18.29,0,DODONI Marco,1972,SM35,G.S. FORESTALE,1 se- 1,Trento,2007-04-21,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.29,,18.29,0,DODONI Marco,1972,SM35,G.S. FORESTALE,4 su- 1,Padova,2007-07-27,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.26,,18.26,0,DODONI Marco,1972,SM35,G.S. FORESTALE,2 su- 1,Savona,2007-06-26,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.25,,18.25,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,2 fi- 1,Nancy,2007-09-22,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.24,,18.24,0,DODONI Marco,1972,SM35,G.S. FORESTALE,1 su- 1,Trieste,2007-07-21,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.24,,18.24,0,DODONI Marco,1972,SM35,G.S. FORESTALE,2 su- 1,Catania,2007-10-02,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.19,,18.19,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,6 su- 1,Parigi,2007-09-08,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.15,,18.15,0,DODONI Marco,1972,SM35,G.S. FORESTALE,1 su- 1,Correggio,2007-09-01,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.12,,18.12,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,1 fi- 1,Pezenas,2007-05-26,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.1,,18.10,0,DODONI Marco,1972,SM35,G.S. FORESTALE,1 su- 1,Trento,2007-05-11,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.1,,18.10,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,1 se- 1,Nereto,2007-07-31,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.09,,18.09,0,DODONI Marco,1972,SM35,G.S. FORESTALE,1 su- 1,San Giovanni Lupatoto,2007-06-23,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.09,,18.09,0,DAL SOGLIO Paolo,1970,SM35,C.S. CARABINIERI SEZ. ATLETICA,2 su- 1,Bussolengo,2007-07-14,https://www.fidal.it/atleta/DAL-SOGLIO-Paolo/eqiRkpKhcGM%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
18.05,,18.05,0,DI MAGGIO Marco,1983,SM,C.S. AERONAUTICA MILITARE,4 su- 1,Conegliano,2007-06-01,https://www.fidal.it/atleta/DI-MAGGIO-Marco/h6iRlJmkbGw%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
18.05,,18.05,0,DODONI Marco,1972,SM35,G.S. FORESTALE,1 su- 1,Cles,2007-08-23,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.03,,18.03,0,DODONI Marco,1972,SM35,G.S. FORESTALE,5 su- 1,Conegliano,2007-06-01,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.02,,18.02,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,1 fi- 1,Velletri,2007-07-01,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
17.99,,17.99,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,1 su- 1,Ascoli Piceno,2007-04-21,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
17.91,,17.91,0,DI MAGGIO Marco,1983,SM,C.S. AERONAUTICA MILITARE,2 fi- 1,Roma,2007-05-06,https://www.fidal.it/atleta/DI-MAGGIO-Marco/h6iRlJmkbGw%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
17.9,,17.90,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,5 su- 1,Dakar,2007-04-28,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
17.89,,17.89,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,2 su- 1,Cles,2007-08-23,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
17.87,,17.87,0,DODONI Marco,1972,SM35,G.S. FORESTALE,6 su- 1,Dakar,2007-04-28,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
17.79,,17.79,0,DODONI Marco,1972,SM35,G.S. FORESTALE,3 se- 1,Avezzano,2007-09-16,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
17.68,,17.68,0,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,1 se- 1,Ascoli Piceno,2007-09-26,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
17.61,,17.61,0,DI MAGGIO Marco,1983,SM,C.S. AERONAUTICA MILITARE,14 se- 1,Yalta,2007-03-18,https://www.fidal.it/atleta/DI-MAGGIO-Marco/h6iRlJmkbGw%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
17.58,,17.58,0,DODONI Marco,1972,SM35,G.S. FORESTALE,1 su- 1,Marcon,2007-09-19,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
17.46,,17.46,0,MANNUCCI Eugenio umberto,1986,PM,G.A. FIAMME GIALLE,2 su- 1,Rieti,2007-06-07,https://www.fidal.it/atleta/MANNUCCI-Eugenio-umberto/f6iRlpWjcGY%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
