prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
15.55,15.3,m,M'BODY. Fatou,1991,CF,A.S BUGELLA SPORT,2 se- 2,Vercelli,2005-03-26,https://www.fidal.it/atleta/M-BODY--Fatou/dKAAARk5mka2g%3D,https://www.fidal.it/societa/A-S-BUGELLA-SPORT/VC049
15.25,15.0,m,ZANOVELLO Jessica,1991,CF,MULTISPORT SALUGGIA,4 se- 1,Vercelli,2005-03-26,https://www.fidal.it/atleta/ZANOVELLO-Jessica/dKAAARk5mgcWU%3D,https://www.fidal.it/societa/MULTISPORT-SALUGGIA/VC042
15.15,14.9,m,PATRIARCA Cora,1990,CF,ATLETICA STRONESE XELION,3 se- 1,Vercelli,2005-03-26,https://www.fidal.it/atleta/PATRIARCA-Cora/dKAAARkpqgcWY%3D,https://www.fidal.it/societa/ATLETICA-STRONESE-XELION/VC019
15.55,15.3,m,SILENZI Anna,1991,CF,A.S BUGELLA SPORT,1 se- 2,Vercelli,2005-03-26,https://www.fidal.it/atleta/SILENZI-Anna/dKAAARk5mjaWQ%3D,https://www.fidal.it/societa/A-S-BUGELLA-SPORT/VC049
13.15,12.9,m,NEGRO Valentina,1991,CF,ATL.GAGLIANICO,1 se- 1,Vercelli,2005-03-26,https://www.fidal.it/atleta/NEGRO-Valentina/dKAAARkpqhbms%3D,https://www.fidal.it/societa/ATL-GAGLIANICO/VC043
14.15,13.9,m,NEGGIA Sabrina,1990,CF,UNIONE GIOVANE BIELLA,2 se- 1,Vercelli,2005-03-26,https://www.fidal.it/atleta/NEGGIA-Sabrina/dKAAARk5mjbWg%3D,https://www.fidal.it/societa/UNIONE-GIOVANE-BIELLA/VC002
14.55,14.3,m,SORRENTINO Elena,1991,CF,ASS. ITIS FRANCESCO SEVERI,1 se- 2,Padova,2005-04-02,https://www.fidal.it/atleta/SORRENTINO-Elena/eKiRlJukbWg%3D,https://www.fidal.it/societa/ASS--ITIS-FRANCESCO-SEVERI/PD151
13.05,12.8,m,MASIERO Silvia,1990,CF,C.U.S. PADOVA,1 se- 1,Padova,2005-04-02,https://www.fidal.it/atleta/MASIERO-Silvia/eKiRlZejbms%3D,https://www.fidal.it/societa/C-U-S--PADOVA/PD143
16.45,16.2,m,FAVARETTO Martina,1990,CF,ATLETICA LIBERTAS S.A.N.P.,5 se- 2,Padova,2005-04-02,https://www.fidal.it/atleta/FAVARETTO-Martina/eKiRlZShbWM%3D,https://www.fidal.it/societa/ATLETICA-LIBERTAS-S-A-N-P-/PD146
14.35,14.1,m,CABASSA Giulia,1990,CF,U.S.M.A. UN.SPORTIVA M.AUSILI.,2 se- 1,Padova,2005-04-02,https://www.fidal.it/atleta/CABASSA-Giulia/eKiRlJijaGo%3D,https://www.fidal.it/societa/U-S-M-A--UN-SPORTIVA-M-AUSILI-/PD152
16.05,15.8,m,BALLARDIN Maria vittoria,1990,CF,ATLETICA VIS ABANO,4 se- 2,Padova,2005-04-02,https://www.fidal.it/atleta/BALLARDIN-Maria-vittoria/eKiRlZemb2Q%3D,https://www.fidal.it/societa/ATLETICA-VIS-ABANO/PD141
15.85,15.6,m,CATTIN Marta,1991,CF,ATLETICA VIS ABANO,3 se- 2,Padova,2005-04-02,https://www.fidal.it/atleta/CATTIN-Marta/eKiRlZenamY%3D,https://www.fidal.it/societa/ATLETICA-VIS-ABANO/PD141
15.45,15.2,m,TREVISAN Egle,1991,CF,ATLETICA VIS ABANO,3 se- 1,Padova,2005-04-02,https://www.fidal.it/atleta/TREVISAN-Egle/eKiRlZega2o%3D,https://www.fidal.it/societa/ATLETICA-VIS-ABANO/PD141
16.15,15.9,m,MADURO Mary joyce,1990,CF,ATLETICA GALLIERA VENETA,4 se- 1,Padova,2005-04-02,https://www.fidal.it/atleta/MADURO-Mary-joyce/eKiRlJqga2c%3D,https://www.fidal.it/societa/ATLETICA-GALLIERA-VENETA/PD161
14.75,14.5,m,PIVATO Stefania,1990,CF,ATLETICA GALLIERA VENETA,2 se- 2,Padova,2005-04-02,https://www.fidal.it/atleta/PIVATO-Stefania/eKiRlZKjbWQ%3D,https://www.fidal.it/societa/ATLETICA-GALLIERA-VENETA/PD161
14.95,14.7,m,GASPA Erica,1990,CF,CCRS  SORSO,1 su- 1,Sassari,2005-04-09,https://www.fidal.it/atleta/GASPA-Erica/iKiRlJOibGc%3D,https://www.fidal.it/societa/CCRS-SORSO/SS064
16.45,16.2,m,LANDO Alessia,1991,CF,ASSOCIAZIONE ATLETICA N.E.VI.,6 se- 1,Vicenza,2005-04-09,https://www.fidal.it/atleta/LANDO-Alessia/eK6RkpKjamw%3D,https://www.fidal.it/societa/ASSOCIAZIONE-ATLETICA-N-E-VI-/VI623
13.05,12.8,m,ZANI Alessia,1990,CF,S.G. GALLARATESE,1 se- 1,Saronno,2005-04-09,https://www.fidal.it/atleta/ZANI-Alessia/drKRkpOnbmM%3D,https://www.fidal.it/societa/S-G--GALLARATESE/VA126
16.15,15.9,m,LANDO Giulia,1990,CF,ASSOCIAZIONE ATLETICA N.E.VI.,5 se- 1,Vicenza,2005-04-09,https://www.fidal.it/atleta/LANDO-Giulia/eK6RkpKibGs%3D,https://www.fidal.it/societa/ASSOCIAZIONE-ATLETICA-N-E-VI-/VI623
18.15,17.9,m,CALATI Federica,1990,CF,N.ATL. ARCONATE,4 se- 5,Saronno,2005-04-09,https://www.fidal.it/atleta/CALATI-Federica/drKRkpOlaWM%3D,https://www.fidal.it/societa/N-ATL--ARCONATE/VA460
16.45,16.2,m,GARAVAGLIA Arianna,1991,CF,N.ATL. ARCONATE,4 se- 4,Saronno,2005-04-09,https://www.fidal.it/atleta/GARAVAGLIA-Arianna/drKRkpOfcWY%3D,https://www.fidal.it/societa/N-ATL--ARCONATE/VA460
17.05,16.8,m,LAMESTA Giorgia,1991,CF,SESTO 76 LISANZA,5 se- 1,Saronno,2005-04-09,https://www.fidal.it/atleta/LAMESTA-Giorgia/drKRkpSfbGY%3D,https://www.fidal.it/societa/SESTO-76-LISANZA/VA133
13.65,13.4,m,GENERALI Anna,1990,CF,HINNA ATLETICA SCAFATI,1 su- 1,Salerno,2005-04-09,https://www.fidal.it/atleta/GENERALI-Anna/gKiRlZOoa2g%3D,https://www.fidal.it/societa/HINNA-ATLETICA-SCAFATI/SA031
15.85,15.6,m,FINCATI Francesca,1991,CF,ASSOCIAZIONE ATLETICA N.E.VI.,2 se- 2,Vicenza,2005-04-09,https://www.fidal.it/atleta/FINCATI-Francesca/eK6RkpOgbWM%3D,https://www.fidal.it/societa/ASSOCIAZIONE-ATLETICA-N-E-VI-/VI623
14.95,14.7,m,BATTAGION Chiara,1991,CF,ATL. CAIRATESE,1 se- 5,Saronno,2005-04-09,https://www.fidal.it/atleta/BATTAGION-Chiara/drKRkpShb2w%3D,https://www.fidal.it/societa/ATL--CAIRATESE/VA050
14.15,13.9,m,LANZANOVA Sarah,1991,CF,S.S. ATL.BREGANZE ASI,2 se- 1,Vicenza,2005-04-09,https://www.fidal.it/atleta/LANZANOVA-Sarah/eK6RkpKibGY%3D,https://www.fidal.it/societa/S-S--ATL-BREGANZE-ASI/VI619
15.05,14.8,m,BELLI Michela,1990,CF,N. ATL. VARESE,1 se- 2,Saronno,2005-04-09,https://www.fidal.it/atleta/BELLI-Michela/drKRkpOobWk%3D,https://www.fidal.it/societa/N--ATL--VARESE/VA130
16.25,16.0,m,MONACO Martina,1991,CF,ATL. MALNATE,3 se- 4,Saronno,2005-04-09,https://www.fidal.it/atleta/MONACO-Martina/drKRkpWgb2U%3D,https://www.fidal.it/societa/ATL--MALNATE/VA117
18.65,18.4,m,LOALDI Sara,1991,CF,N.ATL. ARCONATE,5 se- 3,Saronno,2005-04-09,https://www.fidal.it/atleta/LOALDI-Sara/drKRkpWhamg%3D,https://www.fidal.it/societa/N-ATL--ARCONATE/VA460
15.85,15.6,m,MARANGONI Martina,1991,CF,U.POL. GAVIRATE,2 se- 5,Saronno,2005-04-09,https://www.fidal.it/atleta/MARANGONI-Martina/drKRkpSgaWk%3D,https://www.fidal.it/societa/U-POL--GAVIRATE/VA550
16.15,15.9,m,CELIN Mara,1990,CF,N. ATL. VARESE,3 se- 2,Saronno,2005-04-09,https://www.fidal.it/atleta/CELIN-Mara/drKRkpOobGs%3D,https://www.fidal.it/societa/N--ATL--VARESE/VA130
15.95,15.7,m,SCIUTTI Valentina,1991,CF,N. ATL. VARESE,2 se- 3,Saronno,2005-04-09,https://www.fidal.it/atleta/SCIUTTI-Valentina/drKRkpSkaWs%3D,https://www.fidal.it/societa/N--ATL--VARESE/VA130
17.45,17.2,m,RONCO Sonia,1990,CF,U.S. VIRTUS,5 se- 4,Saronno,2005-04-09,https://www.fidal.it/atleta/RONCO-Sonia/drKRkpKlaGg%3D,https://www.fidal.it/societa/U-S--VIRTUS/VA131
15.65,15.4,m,GRAMMATICO Fabiana,1991,CF,ATL. MALNATE,2 se- 4,Saronno,2005-04-09,https://www.fidal.it/atleta/GRAMMATICO-Fabiana/drKRkpShbGM%3D,https://www.fidal.it/societa/ATL--MALNATE/VA117
17.25,17.0,m,QUAGLIANI Stefania,1991,CF,CANTU`ATLETICA,4 se- 3,Saronno,2005-04-09,https://www.fidal.it/atleta/QUAGLIANI-Stefania/dquRkpOhbGw%3D,https://www.fidal.it/societa/CANTU`ATLETICA/CO169
14.35,14.1,m,TONIOLO Nicoletta,1990,CF,U.S. SUMMANO,3 se- 1,Vicenza,2005-04-09,https://www.fidal.it/atleta/TONIOLO-Nicoletta/eKiRlJqfb2w%3D,https://www.fidal.it/societa/U-S--SUMMANO/VI615
16.95,16.7,m,GABRIELI Barbara,1990,CF,SS ATL ARZIGNANO,3 se- 2,Vicenza,2005-04-09,https://www.fidal.it/atleta/GABRIELI-Barbara/eK6RkpKjcWs%3D,https://www.fidal.it/societa/SS-ATL-ARZIGNANO/VI631
17.35,17.1,m,GALLI Maria,1990,CF,O.S.A. SARONNO LIB.,3 se- 5,Saronno,2005-04-09,https://www.fidal.it/atleta/GALLI-Maria/drKRkpWfaWM%3D,https://www.fidal.it/societa/O-S-A--SARONNO-LIB-/VA119
14.65,14.4,m,SIVIERO Beatrice,1990,CF,ASSOCIAZIONE ATLETICA N.E.VI.,1 se- 2,Vicenza,2005-04-09,https://www.fidal.it/atleta/SIVIERO-Beatrice/eKiRlJmlbWs%3D,https://www.fidal.it/societa/ASSOCIAZIONE-ATLETICA-N-E-VI-/VI623
16.85,16.6,m,MERATI Elisa,1991,CF,SESTO 76 LISANZA,4 se- 2,Saronno,2005-04-09,https://www.fidal.it/atleta/MERATI-Elisa/drKRkpSfbGc%3D,https://www.fidal.it/societa/SESTO-76-LISANZA/VA133
16.75,16.5,m,BERTOLINI Giulia,1990,CF,N. ATL. VARESE,3 se- 3,Saronno,2005-04-09,https://www.fidal.it/atleta/BERTOLINI-Giulia/drKRkpSkaWQ%3D,https://www.fidal.it/societa/N--ATL--VARESE/VA130
14.15,13.9,m,LAMBRUGHI Marta,1991,CF,ATL. BRIANZA,1 se- 4,Saronno,2005-04-09,https://www.fidal.it/atleta/LAMBRUGHI-Marta/dquRkpOiams%3D,https://www.fidal.it/societa/ATL--BRIANZA/CO025
12.95,12.7,m,STRATI Laura,1990,CF,GS.SCOLASTICO MARCONI CASSOLA,1 se- 1,Vicenza,2005-04-09,https://www.fidal.it/atleta/STRATI-Laura/eKiRlZKnaGs%3D,https://www.fidal.it/societa/GS-SCOLASTICO-MARCONI-CASSOLA/VI632
14.85,14.6,m,ZANZI Caterina,1991,CF,N. ATL. VARESE,3 se- 1,Saronno,2005-04-09,https://www.fidal.it/atleta/ZANZI-Caterina/drKRkpOobWg%3D,https://www.fidal.it/societa/N--ATL--VARESE/VA130
15.55,15.3,m,GANDINI Silvia,1991,CF,N. ATL. VARESE,1 se- 3,Saronno,2005-04-09,https://www.fidal.it/atleta/GANDINI-Silvia/drKRkpSkaWg%3D,https://www.fidal.it/societa/N--ATL--VARESE/VA130
14.85,14.6,m,VOLONTERIO Claudia,1990,CF,N. ATL. VARESE,2 se- 1,Saronno,2005-04-09,https://www.fidal.it/atleta/VOLONTERIO-Claudia/drKRkpOocGQ%3D,https://www.fidal.it/societa/N--ATL--VARESE/VA130
15.55,15.3,m,LAGO Erica,1990,CF,CSI FIAMM ATL PROV VI,4 se- 1,Vicenza,2005-04-09,https://www.fidal.it/atleta/LAGO-Erica/eKiRlZaga2w%3D,https://www.fidal.it/societa/CSI-FIAMM-ATL-PROV-VI/VI622
15.35,15.1,m,DE PONTI Rachele,1991,CF,N. ATL. VARESE,4 se- 1,Saronno,2005-04-09,https://www.fidal.it/atleta/DE-PONTI-Rachele/drKRkpSkaWo%3D,https://www.fidal.it/societa/N--ATL--VARESE/VA130
16.95,16.7,m,APOSTOLICO Rosaria,1991,CF,LIB. G.S. SS SALVATORE,3 su- 1,Salerno,2005-04-09,https://www.fidal.it/atleta/APOSTOLICO-Rosaria/gKiRlZOobWg%3D,https://www.fidal.it/societa/LIB--G-S--SS-SALVATORE/SA129
19.15,18.9,m,EKELLEM Carol,1990,CF,N. ATL. VARESE,5 se- 2,Saronno,2005-04-09,https://www.fidal.it/atleta/EKELLEM-Carol/drKRkpOobWo%3D,https://www.fidal.it/societa/N--ATL--VARESE/VA130
19.95,19.7,m,DEMETRI Silvia,1991,CF,ATL. MALNATE,5 se- 5,Saronno,2005-04-09,https://www.fidal.it/atleta/DEMETRI-Silvia/drKRkpSmbWM%3D,https://www.fidal.it/societa/ATL--MALNATE/VA117
15.25,15.0,m,MIGLIORI Francesca,1990,CF,N. ATL. VARESE,2 se- 2,Saronno,2005-04-09,https://www.fidal.it/atleta/MIGLIORI-Francesca/drKRkpOkcGg%3D,https://www.fidal.it/societa/N--ATL--VARESE/VA130
12.85,12.6,m,RIPAMONTI Francesca,1990,CF,C.T.L. 3 ATLETICA,2 se- 1,Bergamo,2005-04-10,https://www.fidal.it/atleta/RIPAMONTI-Francesca/dquRkpSgcGY%3D,https://www.fidal.it/societa/C-T-L--3-ATLETICA/MI387
13.65,13.4,m,MAFFIOLETTI Marta,1991,CF,ATL. ESTRADA,1 se- 2,Bergamo,2005-04-10,https://www.fidal.it/atleta/MAFFIOLETTI-Marta/dqmRlpufb2Q%3D,https://www.fidal.it/societa/ATL--ESTRADA/BG248
17.35,17.1,m,SERRA Marisa,1991,CF,POL GONONE DORGALI,1 su- 1,Nuoro,2005-04-10,https://www.fidal.it/atleta/SERRA-Marisa/iKiSmZWjcWM%3D,https://www.fidal.it/societa/POL-GONONE-DORGALI/NU053
12.65,12.4,m,CINICOLA Gaia edda,1991,CF,ATL. ESTRADA,1 se- 1,Bergamo,2005-04-10,https://www.fidal.it/atleta/CINICOLA-Gaia-edda/dqmRlpufb2k%3D,https://www.fidal.it/societa/ATL--ESTRADA/BG248
14.95,14.7,m,FACHERIS Paola,1991,CF,POL. ATL. BREMBATE SOPRA,2 se- 2,Bergamo,2005-04-10,https://www.fidal.it/atleta/FACHERIS-Paola/dqmRlpula2M%3D,https://www.fidal.it/societa/POL--ATL--BREMBATE-SOPRA/BG232
17.8,17.80,e,BELLONI Enrica,1991,CF,ATL. CASORATE PRIMO,2 se- 1,Pavia,2005-04-10,https://www.fidal.it/atleta/BELLONI-Enrica/dqAAARlpioaGk%3D,https://www.fidal.it/societa/ATL--CASORATE-PRIMO/PV421
18.35,18.1,m,BONINO Elena,1990,CF,U.S. OLIMPIA BERGAMO,4 se- 2,Bergamo,2005-04-10,https://www.fidal.it/atleta/BONINO-Elena/dqmRlpujamo%3D,https://www.fidal.it/societa/U-S--OLIMPIA-BERGAMO/BG138
17.98,17.98,e,GEROLA Giulia,1991,CF,ATL. CASORATE PRIMO,3 se- 1,Pavia,2005-04-10,https://www.fidal.it/atleta/GEROLA-Giulia/dqAAARlpioaGg%3D,https://www.fidal.it/societa/ATL--CASORATE-PRIMO/PV421
13.48,13.48,e,CANTONE Francesca,1990,CF,EXPO-INOX ATL. LOMELLINA 2000,1 se- 1,Pavia,2005-04-10,https://www.fidal.it/atleta/CANTONE-Francesca/dqAAARlpilaWg%3D,https://www.fidal.it/societa/EXPO-INOX-ATL--LOMELLINA-2000/PV155
15.45,15.2,m,MACARTI Chiara,1991,CF,ATL. BRUSAPORTO,4 se- 1,Bergamo,2005-04-10,https://www.fidal.it/atleta/MACARTI-Chiara/dqmRl5KmcGQ%3D,https://www.fidal.it/societa/ATL--BRUSAPORTO/BG542
15.85,15.6,m,GUERINI Marta,1991,CF,U.S. OLIMPIA BERGAMO,5 se- 1,Bergamo,2005-04-10,https://www.fidal.it/atleta/GUERINI-Marta/dqmRlpqjb2s%3D,https://www.fidal.it/societa/U-S--OLIMPIA-BERGAMO/BG138
13.05,12.8,m,SERY Secre charlene,1990,CF,ATL. ALME',3 se- 1,Bergamo,2005-04-10,https://www.fidal.it/atleta/SERY-Secre-charlene/dqmRlpqgb2Y%3D,https://www.fidal.it/societa/ATL--ALME-/BG227
15.85,15.6,m,SOTTOCORNA Daniela,1991,CF,ATL. BRUSAPORTO,3 se- 2,Bergamo,2005-04-10,https://www.fidal.it/atleta/SOTTOCORNA-Daniela/dqmRl5Kga2o%3D,https://www.fidal.it/societa/ATL--BRUSAPORTO/BG542
17.15,16.9,m,MARTINELLI Katja,1991,CF,ARCA ATL. SAN MARCELLINO,1 su- 1,Villa Literno,2005-04-11,https://www.fidal.it/atleta/MARTINELLI-Katja/gKiRlZeia2w%3D,https://www.fidal.it/societa/ARCA-ATL--SAN-MARCELLINO/CE032
17.45,17.2,m,TRAETTINO Stefania,1991,CF,ARCA ATL. SAN MARCELLINO,2 su- 1,Villa Literno,2005-04-11,https://www.fidal.it/atleta/TRAETTINO-Stefania/gKiRlZema2w%3D,https://www.fidal.it/societa/ARCA-ATL--SAN-MARCELLINO/CE032
13.95,13.7,m,SCAPPITI Federico,1992,RM,ARU TODIS TERNI,1 se- 1,Terni,2005-04-12,https://www.fidal.it/atleta/SCAPPITI-Federico/fqiRk5mfcGk%3D,https://www.fidal.it/societa/ARU-TODIS-TERNI/TR002
16.65,16.4,m,MAGLI Maria,1992,RF,ARU TODIS TERNI,2 se- 1,Terni,2005-04-12,https://www.fidal.it/atleta/MAGLI-Maria/fqiRk5qgaGw%3D,https://www.fidal.it/societa/ARU-TODIS-TERNI/TR002
14.65,14.4,m,BAIANO SVIZZERO Natalia,1991,CF,ARU TODIS TERNI,1 se- 1,Terni,2005-04-12,https://www.fidal.it/atleta/BAIANO-SVIZZERO-Natalia/fqiRk5mfcGw%3D,https://www.fidal.it/societa/ARU-TODIS-TERNI/TR002
13.25,13.0,m,MASE' Federica,1992,RF,A.A.A. GENOVA,1 se- 1,Genova,2005-04-14,https://www.fidal.it/atleta/MASE-Federica/daiUlpWjcGc%3D,https://www.fidal.it/societa/A-A-A--GENOVA/GE001
15.44,15.44,e,PISTORE Marion,1991,CF,S.V. LANA - RAIKA,10 se- 1,Bressanone,2005-04-16,https://www.fidal.it/atleta/PISTORE-Marion/iaiRkpmgaGo%3D,https://www.fidal.it/societa/S-V--LANA-RAIKA/BZ011
15.48,15.48,e,GOLSER Magdalena,1990,CF,S.V. LANA - RAIKA,11 se- 1,Bressanone,2005-04-16,https://www.fidal.it/atleta/GOLSER-Magdalena/iaiRkpelamY%3D,https://www.fidal.it/societa/S-V--LANA-RAIKA/BZ011
15.53,15.53,e,LOBIS Nicole,1990,CF,ATLETICA GHERDEINA,12 se- 1,Bressanone,2005-04-16,https://www.fidal.it/atleta/LOBIS-Nicole/iaiRkpenaWM%3D,https://www.fidal.it/societa/ATLETICA-GHERDEINA/BZ050
14.0,14.00,e,HOFER Elisabeth,1991,CF,S.S.V. BRIXEN  AS.SP.DIL.,5 se- 1,Bressanone,2005-04-16,https://www.fidal.it/atleta/HOFER-Elisabeth/iaiRkpioamg%3D,https://www.fidal.it/societa/S-S-V--BRIXEN-AS-SP-DIL-/BZ031
17.44,17.44,e,NOGGLER Martina,1991,CF,LAC VINSCHGAU RAIFFEISEN,17 se- 1,Bressanone,2005-04-16,https://www.fidal.it/atleta/NOGGLER-Martina/iaiRkpinaGQ%3D,https://www.fidal.it/societa/LAC-VINSCHGAU-RAIFFEISEN/BZ020
19.95,19.7,m,GOLDONI Valentina,1991,CF,MOLLIFICIO MODENESE CITTADELLA,4 su- 1,Carpi,2005-04-16,https://www.fidal.it/atleta/GOLDONI-Valentina/eqiRlJuiams%3D,https://www.fidal.it/societa/MOLLIFICIO-MODENESE-CITTADELLA/MO054
20.85,20.6,m,VACCARI Alice,1991,CF,MOLLIFICIO MODENESE CITTADELLA,6 su- 1,Carpi,2005-04-16,https://www.fidal.it/atleta/VACCARI-Alice/eqiRlZeob2s%3D,https://www.fidal.it/societa/MOLLIFICIO-MODENESE-CITTADELLA/MO054
14.78,14.78,e,HOLZNER Christiane,1991,CF,S.V. LANA - RAIKA,7 se- 1,Bressanone,2005-04-16,https://www.fidal.it/atleta/HOLZNER-Christiane/iaiRkpifa2Y%3D,https://www.fidal.it/societa/S-V--LANA-RAIKA/BZ011
19.68,19.68,e,MITTERRUTZNER Marion,1991,CF,SPORTGEMEINSCHAFT EISACKTAL,20 se- 1,Bressanone,2005-04-16,https://www.fidal.it/atleta/MITTERRUTZNER-Marion/iaiRkpelbmg%3D,https://www.fidal.it/societa/SPORTGEMEINSCHAFT-EISACKTAL/BZ068
16.65,16.65,e,LAZZARA Monica,1991,CF,IVECO ATLETICA,16 se- 1,Bressanone,2005-04-16,https://www.fidal.it/atleta/LAZZARA-Monica/iaiRkpijcGg%3D,https://www.fidal.it/societa/IVECO-ATLETICA/BZ003
15.75,15.5,m,GASPARINI Letizia,1991,CF,MOLLIFICIO MODENESE CITTADELLA,2 su- 1,Carpi,2005-04-16,https://www.fidal.it/atleta/GASPARINI-Letizia/eqiRlZmncGg%3D,https://www.fidal.it/societa/MOLLIFICIO-MODENESE-CITTADELLA/MO054
20.45,20.2,m,FERRARI Sara,1991,CF,SIRIO ATL. NONANTOLA,5 su- 1,Carpi,2005-04-16,https://www.fidal.it/atleta/FERRARI-Sara/eqiRlZKhcGw%3D,https://www.fidal.it/societa/SIRIO-ATL--NONANTOLA/MO215
15.75,15.5,m,RIGHETTI Giulia,1991,CF,MOLLIFICIO MODENESE CITTADELLA,1 su- 1,Carpi,2005-04-16,https://www.fidal.it/atleta/RIGHETTI-Giulia/eqiRlZalaWQ%3D,https://www.fidal.it/societa/MOLLIFICIO-MODENESE-CITTADELLA/MO054
14.96,14.96,e,LERJEFORS Lisa,1991,CF,S.A.F. BOLZANO,9 se- 1,Bressanone,2005-04-16,https://www.fidal.it/atleta/LERJEFORS-Lisa/iaiRkpiga2s%3D,https://www.fidal.it/societa/S-A-F--BOLZANO/BZ018
13.56,13.56,e,VERDORFER Barbara,1990,CF,S.V. LANA - RAIKA,2 se- 1,Bressanone,2005-04-16,https://www.fidal.it/atleta/VERDORFER-Barbara/iaiRkpeobGk%3D,https://www.fidal.it/societa/S-V--LANA-RAIKA/BZ011
16.43,16.43,e,BRANCALEONI Valery,1991,CF,CENTRO SPORTIVO SCOLASTICO,15 se- 1,Bressanone,2005-04-16,https://www.fidal.it/atleta/BRANCALEONI-Valery/iaiRkpeibmg%3D,https://www.fidal.it/societa/CENTRO-SPORTIVO-SCOLASTICO/BZ071
13.63,13.63,e,WOLF Julia,1991,CF,A.S.DIL. S.C. MERAN FORST - VB,4 se- 1,Bressanone,2005-04-16,https://www.fidal.it/atleta/WOLF-Julia/iaiRkpemamo%3D,https://www.fidal.it/societa/A-S-DIL--S-C--MERAN-FORST-VB/BZ019
14.87,14.87,e,AUGSCHOELL Carmen,1991,CF,SPORTGEMEINSCHAFT EISACKTAL,8 se- 1,Bressanone,2005-04-16,https://www.fidal.it/atleta/AUGSCHOELL-Carmen/iaiRkpmfa2o%3D,https://www.fidal.it/societa/SPORTGEMEINSCHAFT-EISACKTAL/BZ068
15.98,15.98,e,DUML Valeria,1991,CF,S.S.V. BRIXEN  AS.SP.DIL.,13 se- 1,Bressanone,2005-04-16,https://www.fidal.it/atleta/DUML-Valeria/iaiRkpioaWw%3D,https://www.fidal.it/societa/S-S-V--BRIXEN-AS-SP-DIL-/BZ031
16.41,16.41,e,GAMBALONGA Silvia,1990,CF,S.A.F. BOLZANO,14 se- 1,Bressanone,2005-04-16,https://www.fidal.it/atleta/GAMBALONGA-Silvia/iaiRkpmgaWg%3D,https://www.fidal.it/societa/S-A-F--BOLZANO/BZ018
18.39,18.39,e,PISCIALI Martina,1991,CF,CENTRO SPORTIVO SCOLASTICO,19 se- 1,Bressanone,2005-04-16,https://www.fidal.it/atleta/PISCIALI-Martina/iaiRkpihcWU%3D,https://www.fidal.it/societa/CENTRO-SPORTIVO-SCOLASTICO/BZ071
