prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
4333.0,PIAZZA Tommaso,1990,SM,PROSPORT ATL. FIRENZE,1 su- 1,Firenze,2014-01-19,https://www.fidal.it/atleta/PIAZZA-Tommaso/faiRm5aha2c%3D,https://www.fidal.it/societa/PROSPORT-ATL--FIRENZE/FI009
4311.0,PIAZZA Matteo,1990,SM,PROSPORT ATL. FIRENZE,2 su- 1,Firenze,2014-01-19,https://www.fidal.it/atleta/PIAZZA-Matteo/faiRm5aha2Y%3D,https://www.fidal.it/societa/PROSPORT-ATL--FIRENZE/FI009
4230.0,MIANI Matteo,1993,PM,SILCA ULTRALITE VITTORIO V.TO,3 su- 1,Firenze,2014-01-19,https://www.fidal.it/atleta/MIANI-Matteo/eKyRkpSjbWo%3D,https://www.fidal.it/societa/SILCA-ULTRALITE-VITTORIO-V-TO/TV348
4021.0,COLOMBO Patrizio,1994,PM,ASSI GIGLIO ROSSO FIRENZE,4 su- 1,Firenze,2014-01-19,https://www.fidal.it/atleta/COLOMBO-Patrizio/faiSk5OobGU%3D,https://www.fidal.it/societa/ASSI-GIGLIO-ROSSO-FIRENZE/FI001
3552.0,GIANNOTTI Alessandro,1976,SM35,ASD LA GALLA PONTEDERA ATL.,5 su- 1,Firenze,2014-01-19,https://www.fidal.it/atleta/GIANNOTTI-Alessandro/faiSkpKlbGk%3D,https://www.fidal.it/societa/ASD-LA-GALLA-PONTEDERA-ATL-/PI144
4644.0,MARSI Luca,1989,SM,ATLETICA LIVORNO,1 su- 1,Firenze,2015-01-18,https://www.fidal.it/atleta/MARSI-Luca/faiRm5aiaWc%3D,https://www.fidal.it/societa/ATLETICA-LIVORNO/LI036
4003.0,COLOMBO Patrizio,1994,PM,PROSPORT ATL. FIRENZE,2 su- 1,Firenze,2015-01-18,https://www.fidal.it/atleta/COLOMBO-Patrizio/faiSk5OobGU%3D,https://www.fidal.it/societa/PROSPORT-ATL--FIRENZE/FI009
3562.0,BUCARELLI Matteo,1981,SM,PROSPORT ATL. FIRENZE,3 su- 1,Firenze,2015-01-18,https://www.fidal.it/atleta/BUCARELLI-Matteo/faiRk5enbGw%3D,https://www.fidal.it/societa/PROSPORT-ATL--FIRENZE/FI009
3272.0,TERRENI Valerio,1978,SM35,ASD LA GALLA PONTEDERA ATL.,4 su- 1,Firenze,2015-01-18,https://www.fidal.it/atleta/TERRENI-Valerio/faAAARkpOibGU%3D,https://www.fidal.it/societa/ASD-LA-GALLA-PONTEDERA-ATL-/PI144
3187.0,GIANNOTTI Alessandro,1976,SM35,N.ATL. FANFULLA LODIGIANA,5 su- 1,Firenze,2015-01-18,https://www.fidal.it/atleta/GIANNOTTI-Alessandro/faiSkpKlbGk%3D,https://www.fidal.it/societa/N-ATL--FANFULLA-LODIGIANA/MI218
2213.0,PIAZZA Matteo,1990,SM,PROSPORT ATL. FIRENZE,6 su- 1,Firenze,2015-01-18,https://www.fidal.it/atleta/PIAZZA-Matteo/faiRm5aha2Y%3D,https://www.fidal.it/societa/PROSPORT-ATL--FIRENZE/FI009
1696.0,ROLFI Piero,1970,SM45,S.S. VITTORIO ALFIERI ASTI,9 su- 1,Firenze,2015-01-18,https://www.fidal.it/atleta/ROLFI-Piero/dKuRk5efaGk%3D,https://www.fidal.it/societa/S-S--VITTORIO-ALFIERI-ASTI/AT001
4687.0,CALVI Michele,1990,SM,C.S. ESERCITO,1 su- 1,Firenze,2016-01-17,https://www.fidal.it/atleta/CALVI-Michele/eqiRlZWkb2c%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
4346.0,COLOMBO Patrizio,1994,PM,PROSPORT ATL. FIRENZE,2 su- 1,Firenze,2016-01-17,https://www.fidal.it/atleta/COLOMBO-Patrizio/faiSk5OobGU%3D,https://www.fidal.it/societa/PROSPORT-ATL--FIRENZE/FI009
4316.0,ATCHORI ESSOH Alexi,1993,SM,ATL. CHIARI 1964 LIB.,3 su- 1,Firenze,2016-01-17,https://www.fidal.it/atleta/ATCHORI-ESSOH-Alexi/dqqRl5mjams%3D,https://www.fidal.it/societa/ATL--CHIARI-1964-LIB-/BS318
4242.0,GONFIANTINI Dario,1994,PM,ASD ATLETICA  PRATO,4 su- 1,Firenze,2016-01-17,https://www.fidal.it/atleta/GONFIANTINI-Dario/fbORkpKga2g%3D,https://www.fidal.it/societa/ASD-ATLETICA-PRATO/PO149
4062.0,SCORTECCIA Filippo,1994,PM,PROSPORT ATL. FIRENZE,5 su- 1,Firenze,2016-01-17,https://www.fidal.it/atleta/SCORTECCIA-Filippo/faiSkpulbmQ%3D,https://www.fidal.it/societa/PROSPORT-ATL--FIRENZE/FI009
4034.0,TERRENI Valerio,1978,SM35,ASD LA GALLA PONTEDERA ATL.,6 su- 1,Firenze,2016-01-17,https://www.fidal.it/atleta/TERRENI-Valerio/faAAARkpOibGU%3D,https://www.fidal.it/societa/ASD-LA-GALLA-PONTEDERA-ATL-/PI144
3816.0,MANSANI Lorenzo,1995,PM,CENTRO ATLETICA PIOMBINO,8 su- 1,Firenze,2016-01-17,https://www.fidal.it/atleta/MANSANI-Lorenzo/faiRm5qnbWQ%3D,https://www.fidal.it/societa/CENTRO-ATLETICA-PIOMBINO/LI038
3240.0,TOTI Andrea,1996,PM,ASD LA GALLA PONTEDERA ATL.,10 su- 1,Firenze,2016-01-17,https://www.fidal.it/atleta/TOTI-Andrea/faAAARkpKfaGk%3D,https://www.fidal.it/societa/ASD-LA-GALLA-PONTEDERA-ATL-/PI144
4622.0,MORGANTI Tommaso,1988,SM,TOSCANA ATLETICA FUTURA,1 su- 1,Firenze,2017-01-22,https://www.fidal.it/atleta/MORGANTI-Tommaso/faiRm5OgaGU%3D,https://www.fidal.it/societa/TOSCANA-ATLETICA-FUTURA/FI018
4295.0,SCORTECCIA Filippo,1994,SM,PROSPORT ATL. FIRENZE,2 su- 1,Firenze,2017-01-22,https://www.fidal.it/atleta/SCORTECCIA-Filippo/faiSkpulbmQ%3D,https://www.fidal.it/societa/PROSPORT-ATL--FIRENZE/FI009
3893.0,MANSANI Lorenzo,1995,PM,CENTRO ATLETICA PIOMBINO,3 su- 1,Firenze,2017-01-22,https://www.fidal.it/atleta/MANSANI-Lorenzo/faiRm5qnbWQ%3D,https://www.fidal.it/societa/CENTRO-ATLETICA-PIOMBINO/LI038
3807.0,DALMASSO Daniele,1996,PM,S.A.F.ATLETICA PIEMONTE A.S.D.,1 su- 1,Aosta,2017-01-08,https://www.fidal.it/atleta/DALMASSO-Daniele/dK6RlZekb2w%3D,https://www.fidal.it/societa/S-A-F-ATLETICA-PIEMONTE-A-S-D-/TO226
3623.0,PENNA Gabriele,1996,PM,S.A.F.ATLETICA PIEMONTE A.S.D.,2 su- 1,Aosta,2017-01-08,https://www.fidal.it/atleta/PENNA-Gabriele/dK6RlZWgcGQ%3D,https://www.fidal.it/societa/S-A-F-ATLETICA-PIEMONTE-A-S-D-/TO226
