prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
3368,IEMMA Matilde,2004,AF,ATL.STUD. RIETI ANDREA MILARDI,1 su- 1,Rieti,2020-01-12,https://www.fidal.it/atleta/IEMMA-Matilde/f6yRlJumbGM%3D,https://www.fidal.it/societa/ATL-STUD--RIETI-ANDREA-MILARDI/RI223
3268,CARBONCINI Matilde,2004,AF,TOSCANA ATL.EMPOLI NISSAN,1 su- 1,Firenze,2020-01-19,https://www.fidal.it/atleta/CARBONCINI-Matilde/faqRkpambmY%3D,https://www.fidal.it/societa/TOSCANA-ATL-EMPOLI-NISSAN/FI007
3199,GALBIATI Arianna,2003,AF,TEAM-A LOMBARDIA,1 su- 1,Bergamo,2020-01-19,https://www.fidal.it/atleta/GALBIATI-Arianna/dq2Rl5Wobmk%3D,https://www.fidal.it/societa/TEAM-A-LOMBARDIA/MI774
3024,MECONI Sara,2004,AF,ATL.STUD. RIETI ANDREA MILARDI,2 su- 1,Rieti,2020-01-12,https://www.fidal.it/atleta/MECONI-Sara/f62RkpSkbms%3D,https://www.fidal.it/societa/ATL-STUD--RIETI-ANDREA-MILARDI/RI223
2966,GIANNATTASIO Clarissa,2003,AF,ATLETICA COGNE AOSTA,2 su- 1,Bergamo,2020-01-19,https://www.fidal.it/atleta/GIANNATTASIO-Clarissa/dKqRkpOhbWM%3D,https://www.fidal.it/societa/ATLETICA-COGNE-AOSTA/AO001
2933,PASTORELLI Emma,2003,AF,ATL. LECCO-COLOMBO COSTRUZ.,3 su- 1,Bergamo,2020-01-19,https://www.fidal.it/atleta/PASTORELLI-Emma/dquRkpqiamk%3D,https://www.fidal.it/societa/ATL--LECCO-COLOMBO-COSTRUZ-/CO208
2899,SANTAMBROGIO Chiara,2004,AF,TEAM-A LOMBARDIA,4 su- 1,Bergamo,2020-01-19,https://www.fidal.it/atleta/SANTAMBROGIO-Chiara/dq2RlZOgbWo%3D,https://www.fidal.it/societa/TEAM-A-LOMBARDIA/MI774
2883,GINULFI Giulia,2004,AF,ATL.STUD. RIETI ANDREA MILARDI,3 su- 1,Rieti,2020-01-12,https://www.fidal.it/atleta/GINULFI-Giulia/f62RkpOlb2g%3D,https://www.fidal.it/societa/ATL-STUD--RIETI-ANDREA-MILARDI/RI223
2858,GILARDONI Valentina,2003,AF,ATL. LECCO-COLOMBO COSTRUZ.,5 su- 1,Bergamo,2020-01-19,https://www.fidal.it/atleta/GILARDONI-Valentina/dquRk5OjbGc%3D,https://www.fidal.it/societa/ATL--LECCO-COLOMBO-COSTRUZ-/CO208
2825,TESI Erica,2003,AF,PISTOIATLETICA 1983,2 su- 1,Firenze,2020-01-19,https://www.fidal.it/atleta/TESI-Erica/fbGRkpKlbWw%3D,https://www.fidal.it/societa/PISTOIATLETICA-1983/PT115
2750,STELLA Federica,2003,AF,PRO SESTO ATL.,6 su- 1,Bergamo,2020-01-19,https://www.fidal.it/atleta/STELLA-Federica/dq2RlZWfa2g%3D,https://www.fidal.it/societa/PRO-SESTO-ATL-/MI089
2733,MASI Serena,2003,AF,ATLETICA FIRENZE MARATHON S.S.,3 su- 1,Firenze,2020-01-19,https://www.fidal.it/atleta/MASI-Serena/faqRkpqkcWY%3D,https://www.fidal.it/societa/ATLETICA-FIRENZE-MARATHON-S-S-/FI002
2716,CONTI Lucia,2004,AF,N. ATL. VARESE,7 su- 1,Bergamo,2020-01-19,https://www.fidal.it/atleta/CONTI-Lucia/drKRk5Slamk%3D,https://www.fidal.it/societa/N--ATL--VARESE/VA130
2536,GUIDALI Giada,2004,AF,N. ATL. VARESE,8 su- 1,Bergamo,2020-01-19,https://www.fidal.it/atleta/GUIDALI-Giada/drKRk5anbmY%3D,https://www.fidal.it/societa/N--ATL--VARESE/VA130
2494,LANNA Linda,2003,AF,ATL.STUD. RIETI ANDREA MILARDI,4 su- 1,Rieti,2020-01-12,https://www.fidal.it/atleta/LANNA-Linda/f6yRlJOla2M%3D,https://www.fidal.it/societa/ATL-STUD--RIETI-ANDREA-MILARDI/RI223
2479,COTTINI Chiara,2004,AF,N. ATL. VARESE,9 su- 1,Bergamo,2020-01-19,https://www.fidal.it/atleta/COTTINI-Chiara/drKRk5Wiamk%3D,https://www.fidal.it/societa/N--ATL--VARESE/VA130
2471,BERSANI Stella,2004,AF,CUS PRO PATRIA MILANO,10 su- 1,Bergamo,2020-01-19,https://www.fidal.it/atleta/BERSANI-Stella/dq2RmJWlcWY%3D,https://www.fidal.it/societa/CUS-PRO-PATRIA-MILANO/MI077
2454,NAVA Jessica,2003,AF,ATL. BERGAMO 1959 ORIOCENTER,11 su- 1,Bergamo,2020-01-19,https://www.fidal.it/atleta/NAVA-Jessica/dqmRl5qnaWw%3D,https://www.fidal.it/societa/ATL--BERGAMO-1959-ORIOCENTER/BG003
2211,ALBERTI Alice,2004,AF,N. ATL. VARESE,12 su- 1,Bergamo,2020-01-19,https://www.fidal.it/atleta/ALBERTI-Alice/drKRk5SlcGM%3D,https://www.fidal.it/societa/N--ATL--VARESE/VA130
2205,DENTONE Alessia,2004,AF,ATLETICA LIVORNO,4 su- 1,Firenze,2020-01-19,https://www.fidal.it/atleta/DENTONE-Alessia/fayRkpima2o%3D,https://www.fidal.it/societa/ATLETICA-LIVORNO/LI036
2170,PESCUCCI Martina,2003,AF,CENTRO ATLETICA PIOMBINO,5 su- 1,Firenze,2020-01-19,https://www.fidal.it/atleta/PESCUCCI-Martina/fayRkpSka2Q%3D,https://www.fidal.it/societa/CENTRO-ATLETICA-PIOMBINO/LI038
2157,TURTULA Silvia,2004,AF,N. ATL. VARESE,13 su- 1,Bergamo,2020-01-19,https://www.fidal.it/atleta/TURTULA-Silvia/drKRk5Slamo%3D,https://www.fidal.it/societa/N--ATL--VARESE/VA130
2107,D'AGOSTINO Federica,2004,AF,ATLETICA LIVORNO,6 su- 1,Firenze,2020-01-19,https://www.fidal.it/atleta/D-AGOSTINO-Federica/fayRkpOjaWc%3D,https://www.fidal.it/societa/ATLETICA-LIVORNO/LI036
2061,DOZIO Federica,2003,AF,G.S. VIRTUS CALCO,14 su- 1,Bergamo,2020-01-19,https://www.fidal.it/atleta/DOZIO-Federica/dquRkpqgbGU%3D,https://www.fidal.it/societa/G-S--VIRTUS-CALCO/CO294
1978,CIATTI Erica,2003,AF,ALTO LAZIO A.S.D.,5 su- 1,Rieti,2020-01-12,https://www.fidal.it/atleta/CIATTI-Erica/f66RkpOma2g%3D,https://www.fidal.it/societa/ALTO-LAZIO-A-S-D-/VT501
